Human_Thesis_Title,AI_Thesis_Title,Human_Abstract,AI_Abstract
”Man kan vara sjuk och frisk samma dag”: En studie av psykiskt störda lagöverträdares rättsliga ställning,,"Den nuvarande svenska regleringen beträffande det straffrättsliga ansvaret för psykiskt störda lagöverträdare är i ett internationellt perspektiv unik. I svensk gällande rätt är psykiskt störda människor ansvariga för sina handlingar i den meningen att de inte frikänns utan kan dömas till påföljder. Det är 30:6 BrB som reglerar den straffrättsliga särbehandlingen, som har flyttats från ansvarsledet till påföljdsledet, genom ett fängelseförbud för allvarligt psykiskt störda gärningsmän. I vissa, inte alldeles ovanliga, fall kan gärningsmannen ha begått brottet under en kortvarig men allvarlig psykisk störning, här kallad ”kortvarig psykos”. När han då vid domstillfället har tillfrisknat och befinner sig i ett normalt psykiskt tillstånd uppstår problem. Domstolen ska med hjälp av läkarutlåtande (§7-intyg) eller utlåtande från socialstyrelsens rättsliga råd (RPU) avgöra huruvida en kortvarig psykos faktiskt förelåg och om gärningsmannen då ska vara fri från påföljd. Denna situation kompliceras ytterligare när gärningsmannen genom eget vållande har försatt sig i det sinnestillståndet. Denna typ av psykoser är vanligtvis rusutlösta. Studien undersöker gällande rätt med avsikten att utreda de psykiskt störda lagöverträdarnas straffansvar, med fokus på påföljdsfrågan i valet mellan fängelse och rättpsykiatrisk vård. Tonvikten ligger på de gärningsmän som lidit av en kortvarig psykos. Det framkommer att lagen ger ett alltför stort utrymme för tolkning när det handlar om huruvida gärningsmän med kortvariga psykoser ska gå fria från påföljd eller inte. Ett antal rättsfall refereras i syfte att på ett enkelt sätt illustrera problemet. Studien undersöker även om Psykansvarkommitténs betänkande framlagt en tillfredställande lösning på det nämnda problemet varefter en konklusion följer","Uppsatsen behandlar den rättsliga ställningen för lagöverträdare med psykisk störning i svensk rätt och tar sin utgångspunkt i den inneboende spänningen mellan att en individ kan uppfattas som både sjuk och samtidigt fungerande i vardagen. Med fokus på rättsvetenskap och offentlig rätt analyseras hur rättsordningen definierar, avgränsar och hanterar ”psykisk störning” i gränslandet mellan straffrättsligt ansvar, samhällsskydd och vårdbehov.

Studien belyser särskilt tvångsvårdens roll som rättsligt verktyg och som välfärdsrättslig åtgärd: när, hur och på vilka grunder det offentliga kan ingripa genom frihetsinskränkningar för att möjliggöra vård och samtidigt förebygga återfall i brott. En central fråga är hur bedömningar av psykiskt tillstånd – ofta beroende av medicinska utlåtanden – översätts till juridiska kriterier och beslut, samt vilka konsekvenser detta får för rättssäkerheten. Uppsatsen problematiserar därmed gränsdragningen mellan medicinsk och juridisk kunskap, inklusive risken för att samma individ kategoriseras olika beroende på sammanhang (vård, domstol, myndighetsutövning).

Sammanfattningsvis undersöker uppsatsen hur offentligrättsliga principer som proportionalitet, likabehandling och förutsebarhet kommer till uttryck när tvångsvård aktualiseras för psykiskt störda lagöverträdare. Genom att analysera normernas utformning och tillämpning synliggörs både skyddsmekanismer och potentiella rättssäkerhetsproblem i systemet, särskilt i situationer där individens autonomi och samhällets skyddsintresse står i direkt konflikt."
Det moderna arbetslivets krav ur ett vuxenutvecklingspsykologiskt perspektiv,Arbetslivets nya krav och vuxnas utveckling: En vuxenutvecklingspsykologisk analys av det moderna arbetslivet,"Det moderna arbetslivet präglas av att nya krav ställs på individen. En förståelse för vilka dessa krav är och framför allt hur individen kan hantera dessa och vilka psykologiska förmågor som individen behöver är inte så väl undersökt i Sverige. Syftet med detta arbete är därför att ta reda på vilka psykologiska förmågor som krävs för att hantera kraven i det moderna arbetslivet. Som metod för att undersöka detta gjordes en litteraturstudie av forskning kring det moderna arbetslivets krav och resultaten analyserades utifrån ett utvecklingspsykologiskt perspektiv baserade på Kegans teorier om vuxnas utveckling. Resultaten visar på att det moderna arbetslivet ställer krav på att vi kan utforma, själva ta initiativ och styra vårt arbete. Individen måste själv kunna skapa en rågång i sitt liv mellan arbete, privatliv och normsystem och kunna ta ansvar för sitt välmående på och utanför arbetet, inneha social och situationsanpassad kompetens och till sist kunna se sin del i ett större perspektiv. Detta ställer krav på individen att minst ha en självförvaltande kompetens vilket innebär en utvecklingsnivå enligt Kegans teorier på minst steg 4, ett så kallat livsförfattande förhållningssätt. Det är först på denna nivå individen har möjlighet att aktivt och självständigt skapa, utforma och ta ansvar för sitt liv","Det moderna arbetslivet kännetecknas av högt tempo, kontinuerlig förändring och ökade krav på flexibilitet, självständighet och lärande. Utifrån ett vuxenutvecklingspsykologiskt perspektiv kan dessa krav förstås som både utmaningar och potentiella utvecklingsmöjligheter, där individens förmåga att hantera komplexitet och förändring samspelar med den fas i vuxenlivet och den psykologiska mognad personen befinner sig i. Sammanfattningsvis belyser ett sådant perspektiv hur arbetslivets villkor inte enbart påverkar prestation och välmående, utan även kan forma identitet, motivation och långsiktiga utvecklingsprocesser.

I ett modernt arbetsliv förskjuts ansvaret i många fall från organisationen till individen, exempelvis genom krav på självledarskap, gränslöst arbete och ständig tillgänglighet. Vuxenutvecklingspsykologin betonar att vuxnas utveckling fortsätter genom hela livet och att nya livs- och arbetsvillkor kan trigga omprövningar av värderingar, roller och mål. När arbetskraven ökar kan detta skapa stress och risk för ohälsa, särskilt om individens resurser, livssituation eller stödstrukturer inte matchar förväntningarna. Samtidigt kan kraven fungera som drivkrafter för kompetensutveckling och ökad självkännedom, förutsatt att arbetet erbjuder rimlig återhämtning, tydlighet och socialt stöd.

Vidare kan arbetslivets krav förstås som olika typer av utvecklingsuppgifter som ställs under vuxenlivet, exempelvis att etablera sig, upprätthålla balans mellan arbete och privatliv, hantera karriärskiften och bibehålla mening över tid. Perspektivet synliggör att samma organisatoriska krav kan upplevas olika beroende på livsfas, tidigare erfarenheter och individens copingstrategier. Sammantaget indikerar en vuxenutvecklingspsykologisk ansats att hållbara arbetsvillkor behöver ta hänsyn till både prestationskrav och människans utvecklingsmässiga behov av autonomi, kompetens, tillhörighet och meningsfullhet, för att främja ett arbetsliv som stödjer både effektivitet och långsiktigt välbefinnande."
Har Försvarsmakten behov av simuleringssystem för logistik?,Behovet av logistiska simuleringssystem inom Försvarsmakten – en studie i stöd till manöverkrigföring,"Försvarsmaktens nya inriktning med förskjutning från invasionsförsvar till insatsförsvar samt Sverigesökande internationella engagemang kräver en försvarsmakt som aktivt kan utnyttjas som ett säkerhetspolitiskt instrument.Detta ställer krav på att Försvarsmakten flexibelt kan genomföra insatser med kort varsel vid såväl nationell sominternationell konflikthantering. För att genomföra det krävs ett fokuserat stöd i form av snabb och flexibel logistik. Detmilitära försvarets agerande skall präglas av manövertänkande vilket innebär att logistikresurserna bör utformas så att destridande enheternas manöverförmåga vidmakthålls och helst förstärks av ett robust och dynamiskt logistiksystem. Ett sättatt stödja den utvecklingen kan vara att använda simuleringssystem i större omfattning.Uppsatsen syfte är att undersöka vilket behov av simuleringssystem för logistik som Försvarsmakten har samt att studeravilka befintliga system som är användbara i framtiden. Kvalitativa intervjuer och litteraturstudier utgör källmaterialet föruppsatsen. Metoden som använts i studien utgörs av konstruktion av hypoteser samt prövning av dessa.Uppsatsens resultat pekar på att det finns ett stort behov av simuleringssystem för logistik inom Försvarsmakten men attdet råder osäkerhet om vilka områden som är viktigast att simulera. Detta kan bero på att Försvarsmakten inte har enlogistikdoktrin och att begreppet logistik inte ännu är klart definierat. Försvarsmaktens uppföljning av tillgängliga resursermåste förbättras för att ge ett bra underlag till ett simuleringssystem. Det finns en risk att en kritisk sårbarhet uppstår förFörsvarsmakten om ett simuleringssystem används för att minska tillgängliga logistikresurser på grund av fredsrationalitetoch minskade anslag. Befintliga simuleringssystem inom logistik är antingen föråldrade eller är på väg att bli omodernainom några år. Ett nytt system bör vara försvarsgrensgemensamt och bygga på en struktur med system av system fråntaktisk till strategisk nivå. Systemet behöver vara interoperabelt med civila leverantörers system och internationellaorganisationers som FN, NATO och EU. Det bör undersökas i vilken utsträckning civila system kan användas","Denna uppsats behandlar frågan om Försvarsmakten har ett reellt och motiverat behov av simuleringssystem för logistik, särskilt i ljuset av ett manöverkrigföringsinriktat tänkande. Utifrån ett logistiskt perspektiv problematiseras hur försörjning, underhåll, transporter och resursfördelning påverkar operativ handlingsfrihet och uthållighet, samt hur brister i logistisk planering kan begränsa effekten av annars välplanerade operationer.

I sammanfattningen prövas antagandet att modern militär verksamhet präglas av hög komplexitet, snabba förlopp och osäkerhet, vilket ställer ökade krav på planerings- och ledningsstöd. Simulering framställs som ett verktyg för att analysera samband, testa handlingsalternativ och synliggöra konsekvenser av olika logistiska beslut innan de genomförs i praktiken. Fokus ligger på hur simuleringssystem kan bidra till bättre beslutsunderlag vid både utbildning och övning, samt vid operativ planering där resursknapphet och friktion är centrala utmaningar.

Vidare diskuteras hur simuleringsbaserade metoder kan stödja utveckling av doktrin och koncept inom ramen för Chefsprogrammet (2001–2003), genom att möjliggöra systematiska jämförelser mellan olika organisatoriska lösningar och försörjningsprinciper. Uppsatsen indikerar att ett behov kan finnas, men att nyttan är beroende av att systemen är anpassade till svenska förhållanden, att de bygger på tillförlitliga data och att användningen integreras i befintliga processer. Sammantaget pekar resonemangen mot att logistiksimulering kan vara ett relevant stöd för Försvarsmakten, men att införande kräver tydliga syften, avgränsningar och organisatorisk kompetens för att ge praktisk effekt."
En undersökning om perspektivet på Islam i tre nyhetsprogram,"Islam i svensk tv-nyhetsrapportering: en medieanalys av orientalistiska mönster, tendens och diskriminerande framställningar i tre nyhetsprogram","Utgångspunkten för min studie har varit att se på ur vilket perspektiv Islam behandlas i tre västerländska nyhetskanaler eller nyhetsprogram. De tre undersökta nyhetskanalerna har varit Euronews, Aktuellt och TV4s nyheter. Undersökningen har gjorts under mars månad år 2000. Ett nyhetsprogram från var och en av de tre kanalerna spelades in varje dag. För att en korrekt tolkning skall ha varit möjlig har jag vidare studerat en mängd litteratur. En del har behandlat vad Islam är, medan annan litteratur behandlat hur media använder olika stereotyper och schablonsbilder när de skall beskriva ett nyhetsfenomen. När det gäller mediabilden så förekommer det i arbetet en separat punkt som just behandlar media och dess bilder av verkligheten. En annan kompletterande litteratur har rört ämnet ""orientalism"" vilket kan beskrivas som ett specifikt sätt att beskriva Orienten på. Detta har föranlett att en separat punkt med ämnet ""orientalism"" finns i mitt arbete. Vidare innehåller arbetet en enkätundersökning utförd på Högskolan i Gävle 000828. I enkäten frågas om olika ords värdeladdning. Nästan samtliga ord som förekom i enkäten har en anknytning till ett islamiskt sammanhang","Denna studie undersöker hur islam framställs i tre nyhetsprogram och vilka återkommande perspektiv som präglar rapporteringen. Med utgångspunkt i mediaforskning och teorier om orientalism analyseras nyhetsinslagens språkbruk, bildval och tematiska prioriteringar för att synliggöra eventuella tendentiösa mönster. Särskild vikt läggs vid hur muslimer och islam kopplas till vissa samhällsfenomen, hur komplexitet respektive förenkling kommer till uttryck samt vilka röster som ges utrymme i rapporteringen.

Studien fokuserar även på hur framställningarna kan bidra till eller motverka diskriminering genom att reproducera stereotypa föreställningar eller skapa mer nyanserade bilder av religionen och dess utövare. Genom att jämföra tre nyhetsprogram möjliggörs en diskussion om skillnader och likheter i redaktionella val och hur dessa påverkar publikens förståelse av islam i relation till kulturmöten och samhällsdebatt. Sammantaget syftar undersökningen till att bidra med kunskap om nyhetsmediers roll i konstruktionen av religiösa och kulturella ”vi och dom”-gränser, samt att problematisera hur journalistisk praktik kan forma uppfattningar om islam i ett samtida medielandskap."
"Andersson, Jennie","Familjehemsvård i praktiken: socialtjänstens stöd, organisering och socialsekreterares kompetens vid uppföljning enligt Socialtjänstlagen","Syftet med uppsatsen var att undersöka socialsekreterarnas arbete med att följa upp det familjehemsplacerade barnet, vårdnadshavarna och familjehemmet. För att besvara undersökningens syfte användes kvalitativ metod. Studien grundade sig på intervjuer med fyra barnhandläggare och fyra familjehemsekreterare som arbetar inom åtta olika kommuner. I tidigare forskning framkom att socialtjänsten brister i sin uppföljning av det familjehemsplacerade barnet, vårdnadshavarna och familjehemmet. För att understryka socialnämndens ansvar under pågående familjehemsplacering har regeringen infört detaljerade bestämmelser i 5 kap 1b § Socialtjänstförordningen. Litteraturen som ingår i studien redogör dels för handlingsutrymmet som existerar inom socialsekreterarnas arbete och hjälper till att få en djupare förståelse för kontexten inom organisationen. Tolkningsramen innefattas även av den diskussion som förs angående socialsekreterarnas kompetens inom uppföljningsarbete. Resultatet från intervjuerna visade att socialsekreterarna i varierande omfattning utför det uppföljningsarbete som lagen föreskriver men att i socialförvaltningarnas organisationer prioriteras inte uppföljningsarbetet. Respondenterna i studien anser sig ha bristande kompetens och att de har svårt att se sitt eget handlingsutrymme i uppföljningsarbetet","Jennie Anderssons arbete behandlar familjehemsvård med fokus på hur stöd och uppföljning organiseras och genomförs inom ramen för socialtjänstlagen. Utifrån titel och nyckelord kan studien förstås som en undersökning av socialtjänstens ansvar för att säkerställa kvalitet och trygghet i placeringar, samt hur detta ansvar omsätts i praktiken genom olika organisatoriska lösningar.

Ett centralt tema är vilket stöd som erbjuds i familjehemsvården och hur detta stöd påverkas av socialtjänstens organisation. Här uppmärksammas sannolikt hur rutiner, resurser och ansvarsfördelning mellan enheter eller funktioner kan skapa variation i insatsernas innehåll och kontinuitet. Arbetet lyfter även socialsekreterarnas kompetens som en avgörande faktor: deras kunskap om lagstiftning, bedömningar, relationsskapande arbete och uppföljningsmetoder framstår som betydelsefullt för att kunna ge adekvat stöd till både placerade barn/unga och familjehem.

Vidare betonas uppföljning som en nyckelprocess i familjehemsvården. Sammanfattningsvis kan uppsatsen antas belysa hur uppföljningens kvalitet påverkas av organisatoriska förutsättningar och yrkeskompetens, samt vilka konsekvenser detta får för rättssäkerhet, stabilitet i placeringar och möjligheten att tidigt upptäcka brister eller behov av förändrade insatser."
Medarbetarnas upplvelse av gruppdialogen enligt Amforas samtalsmodell,Medarbetares erfarenheter av gruppdialog utifrån Amforas samtalsmodell: en studie om komfortgränsens betydelse,"Det finns idag många olika sätt att benämna och utföra utvecklingssamtal. En av de samtalsmodeller som den senaste tiden nått framgång inom området är Amforas Samtalsmodell Komfortgränsen(R). Denna studie är en beskrivning av hur medarbetare upplever utvecklingssamtal som förs i grupp enligt ovan samtalsmodell samt vilka effekter av gruppdialogen som erfars. Sju halvstrukturerade intervjuer genomfördes, tolkades och bearbetades enligt ett induktivt tematiskt analyssätt. Medarbetarna beskrev tre övergripande delar: gruppdynamiken och processen, effekter av gruppdialogen och gruppdialogens effekt på organisationen. Några av de saker som framkom i ovanstående delar var att gruppdialogen har positiva effekter på beslutsprocessen i organisationen samt vid förändringsarbeten. Samtliga resultat överensstämde med den tidigare knapphändiga forskningen och visar på behovet av att framöver kunna öka denna för att förbättra arbetsprestationer och arbetstrivsel för medarbetare i organisationerna","Denna studie undersöker medarbetares upplevelser av gruppdialog genomförd enligt Amforas samtalsmodell, med särskilt fokus på hur modellen påverkar samtalsklimat, delaktighet och lärande i arbetsgruppen. Utgångspunkten är att strukturerade dialogformer kan skapa tryggare och mer jämlika samtal, samtidigt som de kan utmana invanda kommunikationsmönster.

I sammanfattning belyser uppsatsen hur gruppdialogen upplevs när den följer Amforas tydliga ramar för turtagning, lyssnande och reflektion. Resultaten indikerar att modellen kan bidra till ökad tydlighet och fokus i samtalet samt ge fler medarbetare utrymme att komma till tals, vilket i sin tur kan stärka upplevelsen av inkludering och gemensam förståelse. Samtidigt framkommer att graden av trygghet i gruppen, tidigare erfarenheter av dialogarbete och förväntningar på mötets syfte påverkar hur meningsfull metoden upplevs.

Ett centralt tema är begreppet komfortgräns. Studien visar att Amforas samtalsmodell både kan sänka tröskeln för att uttrycka sig genom en trygg struktur och samtidigt upplevas som utmanande när deltagare uppmuntras att dela perspektiv, känslor eller svåra frågor som normalt undviks i arbetsrelaterade möten. Att närma sig eller överskrida komfortgränsen framstår som avgörande för om dialogen leder till utveckling och fördjupad förståelse, men också som en möjlig källa till motstånd eller osäkerhet om ramarna inte upplevs tillräckligt trygga.

Sammanfattningsvis pekar uppsatsen på att gruppdialog enligt Amfora kan fungera som ett stöd för konstruktiva samtal i organisationer, särskilt när syftet är gemensam reflektion och ökad förståelse. För att modellen ska ge önskad effekt krävs dock att implementeringen tar hänsyn till gruppens förutsättningar, att deltagarna får introduktion och att trygghet och tydlighet prioriteras så att utmaningen att lämna komfortzonen blir hanterbar och utvecklande."
Daglig fysisk aktivitet för elever – en utmaning för alla lärare i grundskolan,Att möjliggöra daglig fysisk aktivitet i grundskolan – en utmaning och ett ansvar för alla lärare,"I detta arbete tas det del av hur uppfattningen till daglig fysisk aktivitet är bland lärarna ute på fältet. Syftet var att undersöka vad lärarna på stadier 7-9 har för inställning till fysisk aktivitet, hur de använder sig av det i sin undervisning samt vad de gör för att påverka detta. Vi tar även allmänt upp betydelsen av fysisk aktivitet och visar på vad fysisk inaktivitet kan leda till. Vad som framkommit under arbetets gång är att elevers fysiska aktivitet har minskat. Skolan har därför en viktig roll då det gäller att aktivera barn och ungdomar. Undersökningen har genomförts på en högstadieskola, på en mindre ort i Skåne. Genom att använda kvalitativ undersökningsmetod och har 12 stycken lärare intervjuats. Syftet med intervjuerna var att ta reda på hur dessa lärares inställning var till fysisk aktivitet och hur de arbetar för att ge eleverna möjlighet till fysisk aktivitet inom ramen av skoldagen. Resultatet visade att samtliga lärare på den undersökta skolan var positivt inställda till fysisk aktivitet, men över lag var de inte villiga att få in det på sina lektioner. Ett resultat av intervjuerna visar att skolan bör arbeta för att skapa bättre möjligheter för fysisk aktivitet genom att uppmuntra till daglig rörelse. Ämnesord: rörelse, utevistelse, skolgård, skola och fritidshem","Denna uppsats behandlar frågan om daglig fysisk aktivitet för elever i grundskolan och belyser hur detta kan utgöra en gemensam utmaning för skolans alla lärare, inte enbart idrotts- och hälsolärare. Utifrån titeln kan arbetet förstås som en undersökning av hur kravet eller ambitionen att erbjuda daglig rörelse påverkar skolans organisation, undervisningspraktik och ansvarsfördelning mellan olika ämnen och professioner.

Sammanfattningen fokuserar på att daglig fysisk aktivitet ofta framhålls som viktig för elevers hälsa, välbefinnande och lärande, men att genomförandet i praktiken kan hindras av faktorer som tidsbrist, schemaläggning, resursfrågor, lokaler, samt varierande kunskap och attityder hos personalen. En central aspekt är att om daglig aktivitet ska bli en hållbar del av skoldagen krävs ett helhetsperspektiv där rörelse integreras i fler sammanhang än traditionella idrottslektioner, exempelvis genom aktiva pauser, rörelsebaserat lärande eller anpassningar i klassrummets arbetssätt.

Uppsatsen kan därmed förstås som ett bidrag till diskussionen om skolans uppdrag och likvärdighet: hur alla elever kan ges reella möjligheter till daglig fysisk aktivitet och hur skolans lärare kan ges förutsättningar att ta ett gemensamt ansvar. Slutsatsen som titeln antyder är att utmaningen främst handlar om implementering och samarbete – att skapa strukturer, rutiner och en gemensam förståelse som gör fysisk aktivitet till en naturlig och återkommande del av skoldagen."
Gymnasiematematik på distans: Varför så många avbryter sina distansstudier i matematik,"Avhopp i distansbaserad gymnasiematematik: en studie av genomströmning, lärstilar och socialt sammanhang ur ett andragogiskt perspektiv","Syftet med studien är att undersöka varför det är så många distansstudenter som avbryter sina distansstudier i matematik. Distansutbildning (DU) är en studieform i stark frammarsch. Nyckelorden för en lyckad DU är bland annat flexibilitet och individanpassning. Medan flexibiliteten framförallt ökar tillgängligheten står individanpassningen som garant för en god lärsituation. Faktorer som i hög grad påverkar DU och genomströmningen är studiemotiv, artefakter och hur det sociala sammanhanget upplevs. Jag har i min undersökning samlat in data med hjälp av kvalitativa intervjuer och dessutom granskat distansupplägget som eleverna på den aktuella skolan haft. Urvalsgruppen består av fem stycken elever i olika åldersgrupper som redan klarat av halva kursen. Även analysen har skett med en kvalitativ ansats. I den aktuella studien kan man se att många av de riskfaktorer som tros ligga bakom många avhopp även föreligger här med det aktuella studieupplägget","Denna studie undersöker varför en stor andel elever avbryter distansstudier i gymnasiematematik. Med utgångspunkt i distansutbildningens villkor och matematikämnets särskilda krav analyseras vilka faktorer som påverkar genomströmningen. Fokus ligger på samspelet mellan individens lärstil och studieförutsättningar i en digital miljö, där självreglering, struktur och förmåga att ta ansvar för det egna lärandet ofta blir avgörande.

I sammanfattningen belyses hur brist på socialt sammanhang kan bidra till minskad motivation och uthållighet, särskilt när matematikinlärning kräver kontinuerlig återkoppling, möjlighet att ställa frågor och att få syn på och korrigera missuppfattningar. Studien relaterar även avbrotten till andragogiska perspektiv, där distansstuderande förväntas vara mer självstyrande men samtidigt kan behöva tydligare stödstrukturer, relevans i uppgifterna och flexibilitet anpassad till livssituation och tidigare erfarenheter.

Sammantaget pekar studien mot att avbrott inte enbart bör förstås som individuella misslyckanden, utan som ett resultat av flera samverkande faktorer: kursdesign och kommunikation, tillgång till lärarstöd, former för interaktion och gemenskap, samt hur väl undervisningen möter olika lärstilar. Avslutningsvis diskuteras möjliga åtgärder för ökad genomströmning, såsom tydligare kursstruktur, mer frekvent formativ återkoppling och medvetet skapade sociala lärmiljöer även på distans."
Argument för och emot privat sjukvård,För- och motargument kring privat sjukvård: en metakognitiv analys av hur expertkunskap övervakas och värderas (ACME/KMA),"Metakognitiva processer och förmågor innefattar bland annat människans förmåga att reflektera över sin egen kunskapsnivå och minneskapacitet, och att utifrån detta till exempel kunna reglera tid och inlärningsstrategier vid inlärningssituationer. Kännetecknande för en person som räknas till att vara expert inom en viss domän är bland annat att denne anses kunna övervaka sin kunskapsnivå på ett korrekt sätt. Denna studie undersöker om personer med stor domänkunskap uppvisar en större förmåga till metakognitiv övervakning än vad personer med sämre domänkunskap gör. Aktuell kunskapsdomän i denna studie är deklarativ kunskap kring fotboll, och fotbollsspelare och ledare rekryterades som försöksdeltagare. Förmågan till metakognitiv övervakning mättes med hjälp av mätteknikerna Assessment of Cognitive Monitoring Effectiveness (ACME) och Metacognitive Knowledge Monitoring Assessment (KMA), där försöksdeltagarna i samband med att ett kunskapstest genomförs får avgöra vilka frågor de tror sig kunna eller inte kunna svaret på. Resultatet visar att personer med expertkunskap uppvisar en signifikant bättre förmåga till metakognitiv övervakning än personer med sämre domänkunskap","Denna uppsats behandlar centrala argument för och emot privat sjukvård, med särskilt fokus på hur människor bildar, utvärderar och omprövar sina ståndpunkter. Utifrån ett metakognitivt perspektiv undersöks hur metakognition och metakognitiv övervakning påverkar individers bedömning av faktapåståenden, risker och värderingskonflikter i debatten om vårdens organisering. En bärande utgångspunkt är att uppfattningar om privat sjukvård inte enbart formas av sakinformation, utan också av hur säkra personer känner sig på sin kunskap, hur de upptäcker kunskapsluckor och hur de reglerar sitt informationssökande.

Uppsatsen relaterar även argumentationen till expertkunskap och frågan om när och varför expertutlåtanden får genomslag i offentlig diskussion. Med stöd i ACME-modellen diskuteras hur konkurrerande förklaringar och ståndpunkter vägs mot varandra genom koherens: argument som upplevs hänga ihop med tidigare övertygelser, moraliska intuitioner och samhällssyn tenderar att framstå som mer trovärdiga. Vidare används KMA som analytiskt verktyg för att belysa kvaliteten i metakognitiva bedömningar, exempelvis hur väl individers säkerhet korresponderar med faktisk förståelse och hur detta påverkar mottaglighet för motargument.

Sammantaget syftar arbetet till att visa hur debatten om privat sjukvård kan förstås som en kombination av policyfrågor (effektivitet, jämlikhet, valfrihet, resursfördelning) och kognitiva processer (övervakning av egen kunskap, tillit till expertis och koherensbaserad argumentvärdering). Genom att integrera dessa perspektiv formuleras en ram för att analysera varför vissa argument blir övertygande, varför polarisering kan uppstå och vilka metakognitiva strategier som kan främja mer välgrundade ställningstaganden."
Hur budgeterar gaseller?: En studie om tillväxtens påverkan på budgetering i gasellföretag,Budgetering i snabbväxande gasellföretag: Hur tillväxt påverkar budgetprocessen,"Tillväxten har i företagen lett till ökad planering och ett mer detaljerat budgetarbete. Informanterna upplever att den starka tillväxten gör budgeten till ett användbart verktyg för främst planering och kontroll. Utan planeringen och uppföljningen skulle man inte kunna identifiera problemområden. Likviditetsplanering ses ej som något prioriterat i fallföretagen trots teoretiskt förespråkande, detta då likviditet för den löpande verksamheten aldrig upplevs som något problem","Denna studie behandlar frågan om hur så kallade gasellföretag budgeterar och på vilket sätt snabb tillväxt påverkar deras budgeteringsarbete. Med utgångspunkt i budgetering som styr- och planeringsverktyg undersöks hur företag med höga tillväxttal utformar, använder och eventuellt omprövar sina budgetprocesser när verksamheten expanderar i tempo, komplexitet och resursbehov.

Fokus ligger på samspelet mellan tillväxt och budgetering: hur ökade volymer, fler anställda, nya marknader och större krav på kontroll och uppföljning påverkar budgetens roll i organisationen. Studien belyser även vilka syften budgeten främst fyller i gasellföretag, exempelvis som stöd för planering, prioritering, kostnadskontroll och kommunikation av mål, samt vilka utmaningar som kan uppstå när budgeten ska hållas relevant i en snabbt föränderlig miljö.

Sammanfattningsvis syftar studien till att bidra med en fördjupad förståelse för budgetering i snabbt växande företag och hur gasellföretag balanserar behovet av struktur och styrning med krav på flexibilitet under tillväxt."
