Abstract_Entities,Generated_Abstract_Entities
,Sverige:LOC
"Sverige:LOC,idag:TME,TS:ORG",Sverige:LOC
"Sverige:LOC,ga:ORG",Sverige:LOC
Sverige:LOC,Sverige:LOC
,Sverige:LOC
,Sverige:LOC
"TS:ORG,TS:ORG",Sverige:LOC
,Sverige:LOC
,Sverige:LOC
,
,Sverige:LOC
,
,Sverige:LOC
,Sverige:LOC
usa:LOC,Sverige:LOC
"BRIS:LOC,Alkisar:PRS,Sverige:LOC,2011:TME,åxå:PRS",Sverige:LOC
"Nangijala:LOC,Nangilima:LOC",Sverige:LOC
,Sverige:LOC
Coop:ORG,Sverige:LOC
,ICA:ORG
,"ICA:ORG,Coop:ORG"
,"Ica:ORG,ÖoB:LOC"
,ICA:ORG
,ICA:ORG
Triumf Glass:WRK,ICA:ORG
,"ICA:ORG,Coop:ORG"
,
,
,ICA:ORG
ica maxi:ORG,"ICA:ORG,Coop:ORG,Mathem:ORG,Coop:ORG"
Triumf:PRS,"ICA:ORG,Coop:ORG"
,
,
,
,
,
,
,
,CSN:ORG
,
,
,
,"Moderaterna:ORG,KD:ORG"
,"Moderaterna:ORG,KD:ORG"
,
SJ:ORG,"Moderaterna:ORG,Sverige:LOC,CSN:ORG"
,"Nato:ORG,Sverige:LOC,CSN:ORG,CSN:ORG"
,
,"CSN:ORG,CSN:ORG"
Moderaterna:ORG,"Sverige:LOC,CSN:ORG,CSN:ORG"
,"Moderaterna:ORG,Sverige:LOC,Sverige:LOC"
,L:ORG
,
,Moderaterna:ORG
,"SD:s:ORG,Sverige:LOC"
,CSN:ORG
,Norden:LOC
"JC:ORG,Motörhead:ORG",Stockholm:LOC
"Rolling Stones:WRK,kring 1990:TME",
,Norden:LOC
Dressman:ORG,"Norden:LOC,Dressmann:PRS,Mick:PRS,Dressmanns:PRS,i 12 månader:TME,Skandinavien:LOC"
,"Norden:LOC,SEK:ORG"
,"Mick:PRS,Norden:LOC"
,"Rolling Stones:WRK,Norden:LOC,Stockholm:LOC"
Rolling Stones:WRK,"Stockholm:LOC,Norden:LOC"
,"Stockholm:LOC,Norden:LOC,The Rolling Stones:WRK,Dressmanns:PRS"
,
Dressman:PRS,"Mick:PRS,Norden:LOC,Stockholm:LOC"
,"Norden:LOC,Stockholm:LOC"
,Drottninggatan:LOC
,"Dressmann:PRS,Sverige:LOC,Norden:LOC"
Anders Westgårdh:PRS,"NDAs:ORG,Stockholm”-nivå:LOC"
,
"Urban Outfitters:PRS,Dressman:PRS,Sverige:LOC,Dressman:PRS,Tressman:PRS","Micke Jagger:PRS,Norden:LOC,Norden:LOC"
urban:PRS,"NDAs:ORG,Norden:LOC"
Västerlånggatan:LOC,Norden:LOC
,"Stockholm:LOC,Norden:LOC,Norden:LOC,över lång tid:TME"
Dressman:PRS,Norden:LOC
"Toto:PRS,Toto:PRS","Dressmanns:PRS,Norden:LOC,Stockholm:LOC,Rolling Stones:WRK"
,"Rolling Stones:WRK,Solna:LOC,Norden:LOC"
Rolling Stones:WRK,"Norge:LOC,Sverige:LOC,Finland:LOC,Stockholm:LOC"
