human_sentiment_label,human_p_pos,human_p_neg,human_p_neu,human_signed_polarity,human_affective_extremity,human_is_subjective,llm_sentiment_label,llm_p_pos,llm_p_neg,llm_p_neu,llm_signed_polarity,llm_affective_extremity,llm_is_subjective
NEUTRAL,0.028404,0.086244,0.885352,-0.05784,0.114648,0,NEUTRAL,0.013632,0.146203,0.840165,-0.132572,0.159835,0
NEUTRAL,0.230643,0.036984,0.732373,0.193659,0.267627,0,NEGATIVE,0.005562,0.60749,0.386948,-0.601929,0.613052,1
NEUTRAL,0.248855,0.075214,0.675931,0.17364,0.324069,0,NEUTRAL,0.00693,0.123877,0.869194,-0.116947,0.130806,0
POSITIVE,0.566196,0.0073,0.426504,0.558896,0.573496,1,NEGATIVE,0.0062,0.671754,0.322046,-0.665554,0.677954,1
NEUTRAL,0.01735,0.144947,0.837703,-0.127597,0.162297,0,NEUTRAL,0.006273,0.246427,0.7473,-0.240154,0.2527,0
NEUTRAL,0.023876,0.403405,0.572719,-0.379529,0.427281,0,NEUTRAL,0.012041,0.27241,0.715549,-0.260369,0.284451,0
NEUTRAL,0.023226,0.266935,0.709839,-0.243709,0.290161,0,NEUTRAL,0.017859,0.081667,0.900474,-0.063808,0.099526,0
NEUTRAL,0.024514,0.021868,0.953618,0.002646,0.046382,0,NEUTRAL,0.010698,0.083572,0.90573,-0.072874,0.09427,0
NEUTRAL,0.070047,0.066303,0.86365,0.003745,0.13635,0,NEUTRAL,0.00633,0.413431,0.580239,-0.407101,0.419761,0
NEUTRAL,0.008819,0.196718,0.794463,-0.187899,0.205537,0,NEUTRAL,0.012027,0.272451,0.715522,-0.260425,0.284478,0
NEUTRAL,0.01447,0.427187,0.558343,-0.412717,0.441657,0,NEGATIVE,0.003879,0.867549,0.128572,-0.86367,0.871428,1
NEUTRAL,0.075457,0.021006,0.903537,0.054451,0.096463,0,NEGATIVE,0.006485,0.842184,0.15133,-0.835699,0.84867,1
NEGATIVE,0.003098,0.857963,0.138939,-0.854864,0.861061,1,NEGATIVE,0.004908,0.667963,0.327129,-0.663055,0.672871,1
NEUTRAL,0.005441,0.004788,0.98977,0.000653,0.01023,0,NEGATIVE,0.000724,0.975475,0.023801,-0.974751,0.976199,1
NEGATIVE,0.009478,0.672765,0.317757,-0.663286,0.682243,1,NEGATIVE,0.004976,0.770196,0.224829,-0.76522,0.775171,1
NEUTRAL,0.018677,0.020792,0.960531,-0.002114,0.039469,0,NEGATIVE,0.004783,0.847084,0.148134,-0.842301,0.851866,1
NEUTRAL,0.021672,0.162339,0.815989,-0.140667,0.184011,0,NEGATIVE,0.008593,0.710493,0.280914,-0.701901,0.719086,1
NEUTRAL,0.018093,0.007218,0.974689,0.010875,0.025311,0,NEUTRAL,0.02236,0.051628,0.926012,-0.029268,0.073988,0
POSITIVE,0.640647,0.015315,0.344038,0.625332,0.655962,1,NEGATIVE,0.006774,0.836124,0.157103,-0.82935,0.842897,1
NEUTRAL,0.01832,0.009492,0.972188,0.008828,0.027812,0,NEUTRAL,0.100895,0.023549,0.875556,0.077347,0.124444,0
NEUTRAL,0.057914,0.308695,0.633391,-0.250782,0.366609,0,NEUTRAL,0.024843,0.0755,0.899657,-0.050657,0.100343,0
NEUTRAL,0.00337,0.002785,0.993845,0.000586,0.006155,0,NEUTRAL,0.085866,0.026352,0.887782,0.059515,0.112218,0
NEUTRAL,0.03082,0.024528,0.944652,0.006291,0.055348,0,NEUTRAL,0.033293,0.039189,0.927518,-0.005896,0.072482,0
NEUTRAL,0.008191,0.012243,0.979567,-0.004052,0.020433,0,NEUTRAL,0.034069,0.017865,0.948066,0.016205,0.051934,0
NEGATIVE,0.00382,0.819853,0.176327,-0.816033,0.823673,1,NEUTRAL,0.061063,0.01295,0.925987,0.048113,0.074013,0
NEGATIVE,0.000438,0.994031,0.005531,-0.993593,0.994469,1,NEUTRAL,0.131925,0.028312,0.839763,0.103614,0.160237,0
NEUTRAL,0.05324,0.026909,0.91985,0.026331,0.08015,0,NEUTRAL,0.095124,0.028926,0.87595,0.066198,0.12405,0
NEUTRAL,0.117254,0.015182,0.867564,0.102073,0.132436,0,NEUTRAL,0.078162,0.026519,0.895319,0.051642,0.104681,0
NEGATIVE,0.005002,0.828065,0.166933,-0.823063,0.833067,1,NEUTRAL,0.034119,0.016366,0.949515,0.017753,0.050485,0
NEUTRAL,0.302756,0.161022,0.536222,0.141734,0.463778,0,NEUTRAL,0.051349,0.016459,0.932191,0.03489,0.067809,0
NEGATIVE,0.009341,0.702745,0.287914,-0.693404,0.712086,1,NEUTRAL,0.067585,0.036255,0.89616,0.03133,0.10384,0
NEUTRAL,0.014553,0.033218,0.952228,-0.018665,0.047772,0,NEUTRAL,0.121926,0.021807,0.856267,0.10012,0.143733,0
NEUTRAL,0.012103,0.257345,0.730552,-0.245243,0.269448,0,NEUTRAL,0.028562,0.020969,0.950469,0.007593,0.049531,0
NEUTRAL,0.024496,0.008826,0.966678,0.01567,0.033322,0,NEUTRAL,0.081563,0.04039,0.878047,0.041173,0.121953,0
POSITIVE,0.76737,0.007212,0.225417,0.760158,0.774583,1,NEUTRAL,0.028422,0.0332,0.938378,-0.004778,0.061622,0
NEUTRAL,0.054533,0.010698,0.934769,0.043835,0.065231,0,NEUTRAL,0.083607,0.052499,0.863894,0.031108,0.136106,0
POSITIVE,0.959907,0.003777,0.036316,0.95613,0.963684,1,NEUTRAL,0.083835,0.047805,0.86836,0.03603,0.13164,0
NEUTRAL,0.02654,0.02922,0.94424,-0.002681,0.05576,0,NEUTRAL,0.069604,0.026493,0.903903,0.04311,0.096097,0
NEUTRAL,0.156621,0.043911,0.799468,0.112709,0.200532,0,NEUTRAL,0.041461,0.027692,0.930847,0.013769,0.069153,0
NEUTRAL,0.024177,0.264298,0.711525,-0.240121,0.288475,0,NEUTRAL,0.101274,0.025646,0.87308,0.075628,0.12692,0
NEUTRAL,0.050021,0.015896,0.934084,0.034125,0.065916,0,NEUTRAL,0.046769,0.013476,0.939755,0.033293,0.060245,0
NEUTRAL,0.006127,0.012242,0.981631,-0.006115,0.018369,0,NEUTRAL,0.032577,0.03436,0.933063,-0.001783,0.066937,0
NEUTRAL,0.028988,0.081703,0.889309,-0.052714,0.110691,0,NEUTRAL,0.02309,0.077226,0.899684,-0.054136,0.100316,0
NEUTRAL,0.352698,0.035098,0.612204,0.3176,0.387796,0,NEUTRAL,0.14643,0.019417,0.834153,0.127013,0.165847,0
NEGATIVE,0.017893,0.817834,0.164273,-0.799941,0.835727,1,NEUTRAL,0.076252,0.038771,0.884977,0.037481,0.115023,0
NEUTRAL,0.028491,0.116178,0.85533,-0.087687,0.14467,0,NEUTRAL,0.031347,0.123073,0.845579,-0.091726,0.154421,0
NEUTRAL,0.075816,0.038057,0.886127,0.037759,0.113873,0,NEUTRAL,0.032546,0.435578,0.531876,-0.403032,0.468124,0
NEUTRAL,0.018605,0.05885,0.922545,-0.040246,0.077455,0,NEUTRAL,0.05801,0.247405,0.694585,-0.189395,0.305415,0
NEUTRAL,0.026335,0.028026,0.94564,-0.001691,0.05436,0,NEUTRAL,0.019523,0.312397,0.66808,-0.292873,0.33192,0
NEUTRAL,0.0374,0.070603,0.891997,-0.033203,0.108003,0,NEUTRAL,0.05162,0.157551,0.790829,-0.105931,0.209171,0
NEUTRAL,0.007477,0.378057,0.614466,-0.37058,0.385534,0,NEUTRAL,0.027834,0.16516,0.807005,-0.137326,0.192995,0
NEGATIVE,0.001061,0.987752,0.011186,-0.986691,0.988814,1,NEUTRAL,0.247236,0.005637,0.747127,0.241598,0.252873,0
NEGATIVE,0.004254,0.585825,0.409921,-0.581571,0.590079,1,NEUTRAL,0.310372,0.00627,0.683359,0.304102,0.316641,0
NEUTRAL,0.014222,0.048915,0.936862,-0.034693,0.063138,0,POSITIVE,0.604492,0.010855,0.384652,0.593637,0.615348,1
NEUTRAL,0.057438,0.248898,0.693664,-0.191461,0.306336,0,NEUTRAL,0.234911,0.005658,0.759431,0.229253,0.240569,0
NEUTRAL,0.075899,0.025313,0.898789,0.050586,0.101211,0,NEUTRAL,0.420372,0.005066,0.574563,0.415306,0.425437,0
NEUTRAL,0.016087,0.067154,0.916758,-0.051067,0.083242,0,NEUTRAL,0.236323,0.008746,0.754931,0.227577,0.245069,0
POSITIVE,0.643801,0.033786,0.322413,0.610015,0.677587,1,NEUTRAL,0.391263,0.009084,0.599652,0.382179,0.400348,0
NEUTRAL,0.064558,0.142549,0.792894,-0.077991,0.207106,0,NEUTRAL,0.149792,0.01255,0.837657,0.137242,0.162343,0
NEUTRAL,0.039454,0.104072,0.856474,-0.064618,0.143526,0,NEUTRAL,0.183119,0.030048,0.786833,0.15307,0.213167,0
NEUTRAL,0.059457,0.1132,0.827344,-0.053743,0.172656,0,POSITIVE,0.60644,0.00557,0.387991,0.60087,0.612009,1
NEGATIVE,0.034668,0.541199,0.424133,-0.506531,0.575867,1,NEUTRAL,0.008612,0.080597,0.910791,-0.071985,0.089209,0
NEGATIVE,0.008894,0.849157,0.141949,-0.840263,0.858051,1,NEUTRAL,0.014442,0.075587,0.909972,-0.061145,0.090028,0
NEUTRAL,0.051716,0.208748,0.739536,-0.157032,0.260464,0,NEUTRAL,0.020075,0.181259,0.798666,-0.161184,0.201334,0
NEUTRAL,0.002308,0.008448,0.989244,-0.006141,0.010756,0,NEUTRAL,0.016987,0.062386,0.920628,-0.045399,0.079372,0
NEUTRAL,0.029386,0.037222,0.933392,-0.007836,0.066608,0,NEUTRAL,0.009388,0.087809,0.902803,-0.078421,0.097197,0
NEUTRAL,0.335615,0.094176,0.570209,0.241439,0.429791,0,NEUTRAL,0.011183,0.258812,0.730004,-0.247629,0.269996,0
NEUTRAL,0.27005,0.070892,0.659058,0.199158,0.340942,0,NEUTRAL,0.017336,0.114382,0.868282,-0.097046,0.131718,0
NEUTRAL,0.009526,0.016248,0.974226,-0.006722,0.025774,0,NEUTRAL,0.00945,0.042035,0.948515,-0.032585,0.051485,0
POSITIVE,0.902172,0.015155,0.082673,0.887017,0.917327,1,NEUTRAL,0.008862,0.021411,0.969727,-0.012549,0.030273,0
NEUTRAL,0.02357,0.011464,0.964966,0.012107,0.035034,0,NEUTRAL,0.015762,0.053334,0.930904,-0.037572,0.069096,0
NEGATIVE,0.007396,0.803557,0.189047,-0.796162,0.810953,1,NEUTRAL,0.009614,0.072052,0.918333,-0.062438,0.081667,0
NEUTRAL,0.019328,0.302939,0.677733,-0.28361,0.322267,0,NEUTRAL,0.046944,0.042477,0.910579,0.004467,0.089421,0
NEUTRAL,0.022396,0.318352,0.659251,-0.295956,0.340749,0,NEUTRAL,0.058153,0.04828,0.893568,0.009873,0.106432,0
NEUTRAL,0.006274,0.073617,0.920109,-0.067344,0.079891,0,NEUTRAL,0.059754,0.025815,0.91443,0.033939,0.08557,0
NEUTRAL,0.32081,0.032736,0.646455,0.288074,0.353545,0,NEUTRAL,0.059916,0.017476,0.922608,0.042439,0.077392,0
NEUTRAL,0.031397,0.170817,0.797786,-0.139419,0.202214,0,NEUTRAL,0.029866,0.03044,0.939693,-0.000574,0.060307,0
NEUTRAL,0.096651,0.178132,0.725217,-0.081481,0.274783,0,NEUTRAL,0.036454,0.051472,0.912074,-0.015018,0.087926,0
NEUTRAL,0.026056,0.053154,0.92079,-0.027098,0.07921,0,NEUTRAL,0.067455,0.040638,0.891906,0.026817,0.108094,0
NEUTRAL,0.007813,0.046122,0.946065,-0.03831,0.053935,0,NEUTRAL,0.04453,0.035221,0.920249,0.009309,0.079751,0
NEUTRAL,0.015885,0.431992,0.552124,-0.416107,0.447876,0,NEUTRAL,0.053679,0.0286,0.917721,0.025078,0.082279,0
NEUTRAL,0.046746,0.31198,0.641274,-0.265234,0.358726,0,NEUTRAL,0.044662,0.048527,0.906812,-0.003865,0.093188,0
NEUTRAL,0.021723,0.33766,0.640617,-0.315937,0.359383,0,NEUTRAL,0.059778,0.015701,0.924521,0.044077,0.075479,0
NEUTRAL,0.007044,0.255417,0.737539,-0.248373,0.262461,0,NEUTRAL,0.049469,0.041589,0.908942,0.00788,0.091058,0
NEUTRAL,0.142206,0.053121,0.804673,0.089085,0.195327,0,NEUTRAL,0.049986,0.048009,0.902005,0.001977,0.097995,0
NEUTRAL,0.026122,0.004288,0.969589,0.021834,0.030411,0,NEUTRAL,0.013143,0.006366,0.980491,0.006777,0.019509,0
NEUTRAL,0.007604,0.436595,0.555801,-0.428991,0.444199,0,NEUTRAL,0.012306,0.004339,0.983354,0.007967,0.016646,0
NEUTRAL,0.006441,0.333089,0.66047,-0.326648,0.33953,0,NEUTRAL,0.008339,0.009902,0.981759,-0.001563,0.018241,0
NEUTRAL,0.035903,0.00337,0.960727,0.032533,0.039273,0,NEUTRAL,0.012752,0.016988,0.97026,-0.004235,0.02974,0
NEUTRAL,0.008831,0.056992,0.934177,-0.04816,0.065823,0,NEUTRAL,0.008554,0.007295,0.984151,0.001259,0.015849,0
NEUTRAL,0.010186,0.015167,0.974647,-0.004982,0.025353,0,NEUTRAL,0.041324,0.01933,0.939347,0.021994,0.060653,0
NEUTRAL,0.011539,0.074145,0.914317,-0.062606,0.085683,0,NEUTRAL,0.028208,0.013067,0.958725,0.015141,0.041275,0
NEUTRAL,0.036403,0.051767,0.91183,-0.015365,0.08817,0,NEUTRAL,0.015899,0.016614,0.967487,-0.000714,0.032513,0
NEUTRAL,0.128875,0.089242,0.781882,0.039633,0.218118,0,NEUTRAL,0.065696,0.065675,0.868629,2.1e-05,0.131371,0
NEGATIVE,0.025706,0.621691,0.352603,-0.595985,0.647397,1,NEUTRAL,0.048479,0.026792,0.924729,0.021687,0.075271,0
NEGATIVE,0.010621,0.734607,0.254772,-0.723986,0.745228,1,NEUTRAL,0.022442,0.015092,0.962467,0.00735,0.037533,0
NEUTRAL,0.034708,0.251528,0.713764,-0.21682,0.286236,0,NEUTRAL,0.052836,0.150938,0.796226,-0.098102,0.203774,0
NEUTRAL,0.031311,0.022489,0.9462,0.008822,0.0538,0,NEUTRAL,0.037862,0.054311,0.907827,-0.016449,0.092173,0
NEUTRAL,0.022824,0.139341,0.837835,-0.116517,0.162165,0,NEUTRAL,0.081395,0.11642,0.802184,-0.035025,0.197816,0
NEUTRAL,0.04192,0.399324,0.558756,-0.357404,0.441244,0,NEUTRAL,0.056895,0.056912,0.886193,-1.8e-05,0.113807,0
NEUTRAL,0.112813,0.294501,0.592686,-0.181688,0.407314,0,NEUTRAL,0.097716,0.107352,0.794933,-0.009636,0.205067,0
NEUTRAL,0.01934,0.321956,0.658704,-0.302615,0.341296,0,NEUTRAL,0.070242,0.065303,0.864455,0.004938,0.135545,0
NEGATIVE,0.027193,0.661453,0.311354,-0.63426,0.688646,1,NEUTRAL,0.125272,0.07906,0.795668,0.046213,0.204332,0
NEUTRAL,0.041382,0.166849,0.791769,-0.125467,0.208231,0,NEUTRAL,0.086773,0.048784,0.864443,0.037988,0.135557,0
NEUTRAL,0.107877,0.056763,0.835359,0.051114,0.164641,0,NEUTRAL,0.03713,0.02854,0.934331,0.00859,0.065669,0
NEUTRAL,0.08031,0.375578,0.544112,-0.295269,0.455888,0,NEUTRAL,0.074054,0.100129,0.825818,-0.026075,0.174182,0
NEUTRAL,0.020118,0.015137,0.964744,0.004981,0.035256,0,NEUTRAL,0.084959,0.096066,0.818975,-0.011108,0.181025,0
NEUTRAL,0.029352,0.025641,0.945007,0.003712,0.054993,0,NEUTRAL,0.04701,0.039835,0.913155,0.007175,0.086845,0
NEGATIVE,0.009613,0.865864,0.124523,-0.856252,0.875477,1,NEUTRAL,0.091198,0.067168,0.841634,0.02403,0.158366,0
NEUTRAL,0.277397,0.047376,0.675228,0.230021,0.324772,0,NEUTRAL,0.095585,0.141414,0.763,-0.045829,0.237,0
NEUTRAL,0.034179,0.237249,0.728572,-0.20307,0.271428,0,NEUTRAL,0.086499,0.090727,0.822774,-0.004229,0.177226,0
NEUTRAL,0.08862,0.148073,0.763307,-0.059452,0.236693,0,NEUTRAL,0.035305,0.015471,0.949224,0.019833,0.050776,0
NEUTRAL,0.091381,0.048311,0.860308,0.04307,0.139692,0,NEUTRAL,0.028602,0.049782,0.921616,-0.02118,0.078384,0
NEUTRAL,0.28803,0.102975,0.608995,0.185056,0.391005,0,NEUTRAL,0.111519,0.069099,0.819382,0.04242,0.180618,0
NEUTRAL,0.073248,0.172282,0.75447,-0.099035,0.24553,0,NEUTRAL,0.038373,0.053359,0.908268,-0.014986,0.091732,0
NEUTRAL,0.028476,0.172656,0.798868,-0.144181,0.201132,0,NEUTRAL,0.084754,0.047759,0.867487,0.036994,0.132513,0
NEUTRAL,0.047658,0.079658,0.872684,-0.032,0.127316,0,NEUTRAL,0.073971,0.060446,0.865582,0.013525,0.134418,0
NEUTRAL,0.018482,0.157518,0.824001,-0.139036,0.175999,0,NEUTRAL,0.144673,0.047512,0.807815,0.097161,0.192185,0
NEUTRAL,0.033296,0.10431,0.862395,-0.071014,0.137605,0,NEUTRAL,0.081676,0.057016,0.861308,0.02466,0.138692,0
NEUTRAL,0.046613,0.154977,0.79841,-0.108365,0.20159,0,NEUTRAL,0.023519,0.070044,0.906437,-0.046525,0.093563,0
NEUTRAL,0.022918,0.125479,0.851602,-0.102561,0.148398,0,NEUTRAL,0.03689,0.048998,0.914112,-0.012108,0.085888,0
NEUTRAL,0.022424,0.009821,0.967755,0.012603,0.032245,0,NEUTRAL,0.035951,0.024212,0.939837,0.011738,0.060163,0
NEUTRAL,0.016326,0.007022,0.976652,0.009304,0.023348,0,NEUTRAL,0.040894,0.046609,0.912496,-0.005715,0.087504,0
NEUTRAL,0.011384,0.156727,0.831889,-0.145342,0.168111,0,NEUTRAL,0.030525,0.217018,0.752457,-0.186493,0.247543,0
NEGATIVE,0.029843,0.879249,0.090908,-0.849406,0.909092,1,NEUTRAL,0.019793,0.127439,0.852768,-0.107645,0.147232,0
NEGATIVE,0.002932,0.930275,0.066793,-0.927343,0.933207,1,NEUTRAL,0.023513,0.162662,0.813826,-0.139149,0.186174,0
NEUTRAL,0.02058,0.121222,0.858198,-0.100642,0.141802,0,NEUTRAL,0.034847,0.066282,0.898871,-0.031435,0.101129,0
NEUTRAL,0.034536,0.275961,0.689503,-0.241425,0.310497,0,NEUTRAL,0.023559,0.150717,0.825725,-0.127158,0.174275,0
NEGATIVE,0.018503,0.69306,0.288437,-0.674556,0.711563,1,NEUTRAL,0.024603,0.33259,0.642806,-0.307987,0.357194,0
NEUTRAL,0.216503,0.117764,0.665733,0.09874,0.334267,0,NEUTRAL,0.019911,0.142536,0.837554,-0.122625,0.162446,0
NEUTRAL,0.021039,0.043334,0.935627,-0.022295,0.064373,0,NEUTRAL,0.033589,0.151827,0.814584,-0.118238,0.185416,0
NEUTRAL,0.06017,0.063022,0.876808,-0.002852,0.123192,0,NEUTRAL,0.055928,0.080975,0.863097,-0.025048,0.136903,0
NEUTRAL,0.135802,0.029944,0.834255,0.105858,0.165745,0,NEUTRAL,0.040618,0.044164,0.915218,-0.003546,0.084782,0
NEUTRAL,0.130009,0.016267,0.853724,0.113742,0.146276,0,NEUTRAL,0.03808,0.081908,0.880011,-0.043828,0.119989,0
NEUTRAL,0.026064,0.045517,0.928419,-0.019454,0.071581,0,NEUTRAL,0.052425,0.060242,0.887333,-0.007817,0.112667,0
NEUTRAL,0.063514,0.09097,0.845516,-0.027456,0.154484,0,NEUTRAL,0.038289,0.11093,0.850781,-0.072641,0.149219,0
NEUTRAL,0.037475,0.299814,0.662711,-0.262339,0.337289,0,NEUTRAL,0.033127,0.189251,0.777621,-0.156124,0.222379,0
NEUTRAL,0.017745,0.228787,0.753468,-0.211042,0.246532,0,NEUTRAL,0.027985,0.093908,0.878107,-0.065923,0.121893,0
NEUTRAL,0.054472,0.349485,0.596043,-0.295013,0.403957,0,NEUTRAL,0.047181,0.197761,0.755058,-0.15058,0.244942,0
NEUTRAL,0.050424,0.171184,0.778392,-0.12076,0.221608,0,NEUTRAL,0.066237,0.057182,0.876581,0.009055,0.123419,0
NEUTRAL,0.060736,0.090406,0.848858,-0.029671,0.151142,0,NEUTRAL,0.107117,0.077647,0.815235,0.02947,0.184765,0
NEGATIVE,0.01136,0.620309,0.368331,-0.608949,0.631669,1,NEUTRAL,0.030441,0.084161,0.885398,-0.05372,0.114602,0
NEUTRAL,0.089773,0.114729,0.795497,-0.024956,0.204503,0,NEUTRAL,0.049259,0.087724,0.863017,-0.038465,0.136983,0
NEUTRAL,0.148476,0.012277,0.839246,0.136199,0.160754,0,NEUTRAL,0.046913,0.040616,0.91247,0.006297,0.08753,0
NEUTRAL,0.020395,0.079486,0.900119,-0.059092,0.099881,0,NEUTRAL,0.031819,0.204955,0.763225,-0.173136,0.236775,0
NEUTRAL,0.078354,0.041326,0.88032,0.037028,0.11968,0,NEUTRAL,0.035859,0.138384,0.825757,-0.102525,0.174243,0
NEUTRAL,0.032205,0.046619,0.921176,-0.014414,0.078824,0,NEUTRAL,0.033379,0.040668,0.925953,-0.007289,0.074047,0
NEUTRAL,0.175973,0.03215,0.791876,0.143823,0.208124,0,NEUTRAL,0.038179,0.073046,0.888775,-0.034866,0.111225,0
NEUTRAL,0.026799,0.023899,0.949302,0.0029,0.050698,0,NEUTRAL,0.100608,0.027031,0.872361,0.073577,0.127639,0
NEUTRAL,0.015813,0.121747,0.86244,-0.105934,0.13756,0,NEUTRAL,0.095486,0.031012,0.873502,0.064474,0.126498,0
NEUTRAL,0.043998,0.033562,0.92244,0.010436,0.07756,0,NEUTRAL,0.055714,0.03844,0.905846,0.017275,0.094154,0
NEUTRAL,0.048461,0.009983,0.941556,0.038478,0.058444,0,NEUTRAL,0.102954,0.019807,0.877239,0.083147,0.122761,0
NEUTRAL,0.01743,0.200802,0.781768,-0.183372,0.218232,0,NEUTRAL,0.048108,0.029953,0.921939,0.018155,0.078061,0
NEUTRAL,0.028142,0.17055,0.801308,-0.142408,0.198692,0,NEUTRAL,0.082713,0.026795,0.890492,0.055919,0.109508,0
NEUTRAL,0.047676,0.03425,0.918074,0.013427,0.081926,0,NEUTRAL,0.135996,0.018256,0.845748,0.117739,0.154252,0
NEUTRAL,0.01361,0.055558,0.930831,-0.041948,0.069169,0,NEUTRAL,0.075945,0.02667,0.897385,0.049275,0.102615,0
NEUTRAL,0.019423,0.087611,0.892966,-0.068188,0.107034,0,NEUTRAL,0.048235,0.159758,0.792006,-0.111523,0.207994,0
NEUTRAL,0.084748,0.332447,0.582805,-0.247698,0.417195,0,NEUTRAL,0.03084,0.075828,0.893332,-0.044988,0.106668,0
NEUTRAL,0.01357,0.119925,0.866505,-0.106355,0.133495,0,NEUTRAL,0.033884,0.142538,0.823578,-0.108654,0.176422,0
NEUTRAL,0.027882,0.114368,0.85775,-0.086486,0.14225,0,NEUTRAL,0.066495,0.081247,0.852258,-0.014752,0.147742,0
NEUTRAL,0.027711,0.110381,0.861908,-0.08267,0.138092,0,NEUTRAL,0.060065,0.114444,0.825492,-0.054379,0.174508,0
NEUTRAL,0.0134,0.064932,0.921668,-0.051532,0.078332,0,NEUTRAL,0.040388,0.085553,0.874058,-0.045165,0.125942,0
NEUTRAL,0.023609,0.060414,0.915978,-0.036805,0.084022,0,NEUTRAL,0.051033,0.081849,0.867118,-0.030816,0.132882,0
NEUTRAL,0.026043,0.06365,0.910307,-0.037608,0.089693,0,NEUTRAL,0.044242,0.088305,0.867452,-0.044063,0.132548,0
NEUTRAL,0.035696,0.065035,0.89927,-0.029339,0.10073,0,NEUTRAL,0.037953,0.109338,0.852709,-0.071385,0.147291,0
NEUTRAL,0.02953,0.221937,0.748533,-0.192407,0.251467,0,NEUTRAL,0.030278,0.104287,0.865435,-0.074009,0.134565,0
NEUTRAL,0.014079,0.012313,0.973608,0.001766,0.026392,0,NEUTRAL,0.03569,0.048692,0.915619,-0.013002,0.084381,0
NEUTRAL,0.261534,0.064029,0.674437,0.197505,0.325563,0,NEUTRAL,0.054767,0.055454,0.889779,-0.000687,0.110221,0
NEGATIVE,0.021809,0.640012,0.338179,-0.618203,0.661821,1,NEUTRAL,0.048456,0.125271,0.826273,-0.076815,0.173727,0
NEUTRAL,0.057957,0.130629,0.811414,-0.072672,0.188586,0,NEUTRAL,0.031395,0.144335,0.82427,-0.11294,0.17573,0
NEUTRAL,0.02904,0.429466,0.541494,-0.400426,0.458506,0,NEUTRAL,0.026743,0.091454,0.881802,-0.064711,0.118198,0
NEUTRAL,0.262336,0.046006,0.691658,0.21633,0.308342,0,NEUTRAL,0.045455,0.094162,0.860382,-0.048707,0.139618,0
NEUTRAL,0.149515,0.051464,0.799022,0.098051,0.200978,0,NEUTRAL,0.060398,0.082521,0.857081,-0.022123,0.142919,0
NEUTRAL,0.106093,0.026887,0.86702,0.079207,0.13298,0,NEUTRAL,0.027014,0.162933,0.810052,-0.135919,0.189948,0
NEUTRAL,0.109386,0.041655,0.848959,0.06773,0.151041,0,NEUTRAL,0.044836,0.241578,0.713586,-0.196741,0.286414,0
NEUTRAL,0.015392,0.205203,0.779405,-0.189811,0.220595,0,NEUTRAL,0.034006,0.100857,0.865137,-0.066852,0.134863,0
NEUTRAL,0.138136,0.066354,0.79551,0.071782,0.20449,0,NEUTRAL,0.068305,0.118247,0.813448,-0.049942,0.186552,0
NEUTRAL,0.063978,0.177314,0.758708,-0.113337,0.241292,0,NEUTRAL,0.063757,0.091626,0.844618,-0.027869,0.155382,0
NEUTRAL,0.05803,0.1195,0.82247,-0.06147,0.17753,0,NEUTRAL,0.035826,0.071866,0.892308,-0.036041,0.107692,0
NEUTRAL,0.062407,0.068926,0.868667,-0.006519,0.131333,0,NEUTRAL,0.031969,0.097041,0.87099,-0.065072,0.12901,0
NEGATIVE,0.020858,0.803751,0.17539,-0.782893,0.82461,1,NEUTRAL,0.027821,0.065313,0.906866,-0.037493,0.093134,0
NEUTRAL,0.076152,0.209449,0.714399,-0.133296,0.285601,0,NEUTRAL,0.049274,0.168648,0.782078,-0.119374,0.217922,0
NEUTRAL,0.018146,0.207062,0.774791,-0.188916,0.225209,0,NEUTRAL,0.042086,0.068458,0.889456,-0.026372,0.110544,0
NEGATIVE,0.013101,0.776722,0.210177,-0.763621,0.789823,1,NEUTRAL,0.031449,0.10917,0.859381,-0.077721,0.140619,0
NEUTRAL,0.101021,0.047029,0.851951,0.053992,0.148049,0,NEUTRAL,0.063671,0.131606,0.804722,-0.067935,0.195278,0
POSITIVE,0.636788,0.034337,0.328875,0.602452,0.671125,1,NEUTRAL,0.027099,0.104653,0.868247,-0.077554,0.131753,0
NEUTRAL,0.015098,0.067842,0.91706,-0.052744,0.08294,0,NEUTRAL,0.049291,0.033442,0.917267,0.01585,0.082733,0
NEUTRAL,0.014258,0.058649,0.927093,-0.044391,0.072907,0,NEUTRAL,0.076367,0.027731,0.895903,0.048636,0.104097,0
NEUTRAL,0.020972,0.016629,0.962399,0.004342,0.037601,0,NEUTRAL,0.050882,0.04507,0.904048,0.005812,0.095952,0
NEUTRAL,0.014546,0.067262,0.918192,-0.052716,0.081808,0,NEUTRAL,0.040425,0.027139,0.932436,0.013287,0.067564,0
NEUTRAL,0.010509,0.187955,0.801536,-0.177446,0.198464,0,NEUTRAL,0.060768,0.033146,0.906086,0.027622,0.093914,0
NEUTRAL,0.016924,0.059159,0.923918,-0.042235,0.076082,0,NEUTRAL,0.036805,0.054969,0.908227,-0.018164,0.091773,0
NEUTRAL,0.189193,0.057696,0.753111,0.131496,0.246889,0,NEUTRAL,0.05162,0.020963,0.927417,0.030657,0.072583,0
NEUTRAL,0.240205,0.039689,0.720106,0.200517,0.279894,0,NEUTRAL,0.074495,0.048503,0.877001,0.025992,0.122999,0
