human_sentiment_label,human_p_pos,human_p_neg,human_p_neu,human_signed_polarity,human_affective_extremity,human_is_subjective,llm_sentiment_label,llm_p_pos,llm_p_neg,llm_p_neu,llm_signed_polarity,llm_affective_extremity,llm_is_subjective
POSITIVE,0.488394,0.024172,0.487434,0.464222,0.512566,1,NEGATIVE,0.005734,0.498883,0.495383,-0.49315,0.504617,1
NEUTRAL,0.033107,0.07075,0.896142,-0.037643,0.103858,0,NEUTRAL,0.015031,0.289757,0.695212,-0.274726,0.304788,0
NEUTRAL,0.028404,0.086244,0.885352,-0.05784,0.114648,0,NEGATIVE,0.00645,0.530511,0.463038,-0.524061,0.536962,1
NEUTRAL,0.230643,0.036984,0.732373,0.193659,0.267627,0,NEUTRAL,0.011462,0.135567,0.852971,-0.124105,0.147029,0
NEUTRAL,0.248855,0.075214,0.675931,0.17364,0.324069,0,NEUTRAL,0.006508,0.310463,0.683029,-0.303956,0.316971,0
POSITIVE,0.566196,0.0073,0.426504,0.558896,0.573496,1,NEUTRAL,0.013254,0.172695,0.814051,-0.159441,0.185949,0
NEUTRAL,0.01735,0.144947,0.837703,-0.127597,0.162297,0,NEUTRAL,0.00855,0.063413,0.928037,-0.054863,0.071963,0
NEUTRAL,0.023876,0.403405,0.572719,-0.379529,0.427281,0,NEUTRAL,0.009976,0.06827,0.921754,-0.058294,0.078246,0
NEUTRAL,0.023226,0.266935,0.709839,-0.243709,0.290161,0,NEUTRAL,0.012885,0.086827,0.900289,-0.073942,0.099711,0
NEUTRAL,0.024514,0.021868,0.953618,0.002646,0.046382,0,NEUTRAL,0.015125,0.284346,0.700529,-0.269221,0.299471,0
NEUTRAL,0.070047,0.066303,0.86365,0.003745,0.13635,0,NEUTRAL,0.01639,0.188448,0.795162,-0.172059,0.204838,0
NEUTRAL,0.008819,0.196718,0.794463,-0.187899,0.205537,0,NEGATIVE,0.007145,0.748452,0.244403,-0.741307,0.755597,1
NEUTRAL,0.01447,0.427187,0.558343,-0.412717,0.441657,0,NEUTRAL,0.025907,0.295515,0.678578,-0.269607,0.321422,0
NEUTRAL,0.075457,0.021006,0.903537,0.054451,0.096463,0,NEGATIVE,0.011263,0.680775,0.307963,-0.669512,0.692037,1
NEGATIVE,0.003098,0.857963,0.138939,-0.854864,0.861061,1,NEGATIVE,0.009884,0.807356,0.18276,-0.797473,0.81724,1
NEUTRAL,0.005441,0.004788,0.98977,0.000653,0.01023,0,NEGATIVE,0.002731,0.877217,0.120051,-0.874486,0.879949,1
NEGATIVE,0.009478,0.672765,0.317757,-0.663286,0.682243,1,NEUTRAL,0.010162,0.431875,0.557962,-0.421713,0.442038,0
NEUTRAL,0.018677,0.020792,0.960531,-0.002114,0.039469,0,NEGATIVE,0.003635,0.878768,0.117597,-0.875133,0.882403,1
NEUTRAL,0.021672,0.162339,0.815989,-0.140667,0.184011,0,NEGATIVE,0.006049,0.831323,0.162628,-0.825273,0.837372,1
NEUTRAL,0.018093,0.007218,0.974689,0.010875,0.025311,0,NEGATIVE,0.0084,0.774307,0.217293,-0.765908,0.782707,1
POSITIVE,0.640647,0.015315,0.344038,0.625332,0.655962,1,NEUTRAL,0.014582,0.40139,0.584028,-0.386808,0.415972,0
NEUTRAL,0.01832,0.009492,0.972188,0.008828,0.027812,0,NEUTRAL,0.049329,0.093152,0.85752,-0.043823,0.14248,0
NEUTRAL,0.057914,0.308695,0.633391,-0.250782,0.366609,0,NEUTRAL,0.194977,0.085402,0.719622,0.109575,0.280378,0
NEUTRAL,0.00337,0.002785,0.993845,0.000586,0.006155,0,NEUTRAL,0.129355,0.040331,0.830315,0.089024,0.169685,0
NEUTRAL,0.03082,0.024528,0.944652,0.006291,0.055348,0,NEUTRAL,0.058091,0.181429,0.76048,-0.123338,0.23952,0
NEUTRAL,0.008191,0.012243,0.979567,-0.004052,0.020433,0,NEUTRAL,0.078855,0.034135,0.88701,0.04472,0.11299,0
NEGATIVE,0.00382,0.819853,0.176327,-0.816033,0.823673,1,NEUTRAL,0.028407,0.04052,0.931073,-0.012114,0.068927,0
NEGATIVE,0.000438,0.994031,0.005531,-0.993593,0.994469,1,NEUTRAL,0.061609,0.036662,0.901729,0.024946,0.098271,0
NEUTRAL,0.05324,0.026909,0.91985,0.026331,0.08015,0,NEUTRAL,0.042481,0.332986,0.624533,-0.290505,0.375467,0
NEUTRAL,0.117254,0.015182,0.867564,0.102073,0.132436,0,NEUTRAL,0.087386,0.029412,0.883202,0.057974,0.116798,0
NEGATIVE,0.005002,0.828065,0.166933,-0.823063,0.833067,1,NEUTRAL,0.022514,0.387423,0.590063,-0.36491,0.409937,0
NEUTRAL,0.302756,0.161022,0.536222,0.141734,0.463778,0,NEUTRAL,0.180659,0.032462,0.786879,0.148197,0.213121,0
NEGATIVE,0.009341,0.702745,0.287914,-0.693404,0.712086,1,NEUTRAL,0.341484,0.04542,0.613096,0.296064,0.386904,0
NEUTRAL,0.014553,0.033218,0.952228,-0.018665,0.047772,0,NEUTRAL,0.08294,0.040871,0.876189,0.042069,0.123811,0
NEUTRAL,0.012103,0.257345,0.730552,-0.245243,0.269448,0,NEUTRAL,0.291764,0.177672,0.530564,0.114092,0.469436,0
NEUTRAL,0.024496,0.008826,0.966678,0.01567,0.033322,0,NEUTRAL,0.052004,0.031188,0.916808,0.020816,0.083192,0
POSITIVE,0.76737,0.007212,0.225417,0.760158,0.774583,1,NEUTRAL,0.027919,0.15819,0.813891,-0.130272,0.186109,0
NEUTRAL,0.054533,0.010698,0.934769,0.043835,0.065231,0,NEUTRAL,0.087117,0.062666,0.850217,0.02445,0.149783,0
POSITIVE,0.959907,0.003777,0.036316,0.95613,0.963684,1,NEUTRAL,0.154071,0.066295,0.779634,0.087776,0.220366,0
NEUTRAL,0.02654,0.02922,0.94424,-0.002681,0.05576,0,NEUTRAL,0.058024,0.07872,0.863255,-0.020696,0.136745,0
NEUTRAL,0.156621,0.043911,0.799468,0.112709,0.200532,0,NEUTRAL,0.031629,0.348649,0.619722,-0.317019,0.380278,0
NEUTRAL,0.024177,0.264298,0.711525,-0.240121,0.288475,0,NEUTRAL,0.045401,0.06848,0.886119,-0.023079,0.113881,0
NEUTRAL,0.050021,0.015896,0.934084,0.034125,0.065916,0,NEUTRAL,0.13827,0.036298,0.825432,0.101972,0.174568,0
NEUTRAL,0.006127,0.012242,0.981631,-0.006115,0.018369,0,NEUTRAL,0.265154,0.030219,0.704627,0.234935,0.295373,0
NEUTRAL,0.028988,0.081703,0.889309,-0.052714,0.110691,0,NEUTRAL,0.10701,0.088945,0.804045,0.018064,0.195955,0
NEUTRAL,0.352698,0.035098,0.612204,0.3176,0.387796,0,NEUTRAL,0.098603,0.065416,0.835981,0.033186,0.164019,0
NEGATIVE,0.017893,0.817834,0.164273,-0.799941,0.835727,1,NEUTRAL,0.057331,0.051911,0.890758,0.005419,0.109242,0
NEUTRAL,0.028491,0.116178,0.85533,-0.087687,0.14467,0,NEUTRAL,0.03339,0.177797,0.788813,-0.144407,0.211187,0
NEUTRAL,0.075816,0.038057,0.886127,0.037759,0.113873,0,NEUTRAL,0.02471,0.235658,0.739632,-0.210948,0.260368,0
NEUTRAL,0.018605,0.05885,0.922545,-0.040246,0.077455,0,NEUTRAL,0.032332,0.189226,0.778443,-0.156894,0.221557,0
NEUTRAL,0.026335,0.028026,0.94564,-0.001691,0.05436,0,NEGATIVE,0.014672,0.52129,0.464038,-0.506618,0.535962,1
NEUTRAL,0.0374,0.070603,0.891997,-0.033203,0.108003,0,NEUTRAL,0.049146,0.271786,0.679068,-0.222641,0.320932,0
NEUTRAL,0.007477,0.378057,0.614466,-0.37058,0.385534,0,NEUTRAL,0.024063,0.165909,0.810028,-0.141846,0.189972,0
NEGATIVE,0.001061,0.987752,0.011186,-0.986691,0.988814,1,NEUTRAL,0.436018,0.009802,0.55418,0.426217,0.44582,0
NEGATIVE,0.004254,0.585825,0.409921,-0.581571,0.590079,1,NEUTRAL,0.064185,0.018494,0.91732,0.045691,0.08268,0
NEUTRAL,0.014222,0.048915,0.936862,-0.034693,0.063138,0,NEUTRAL,0.125365,0.053296,0.821339,0.07207,0.178661,0
NEUTRAL,0.057438,0.248898,0.693664,-0.191461,0.306336,0,NEUTRAL,0.216895,0.012902,0.770203,0.203994,0.229797,0
NEUTRAL,0.075899,0.025313,0.898789,0.050586,0.101211,0,NEUTRAL,0.055183,0.079434,0.865383,-0.024251,0.134617,0
NEUTRAL,0.016087,0.067154,0.916758,-0.051067,0.083242,0,NEUTRAL,0.153326,0.015698,0.830976,0.137628,0.169024,0
POSITIVE,0.643801,0.033786,0.322413,0.610015,0.677587,1,NEUTRAL,0.117942,0.032632,0.849425,0.08531,0.150575,0
NEUTRAL,0.064558,0.142549,0.792894,-0.077991,0.207106,0,NEUTRAL,0.061279,0.042866,0.895855,0.018413,0.104145,0
NEUTRAL,0.039454,0.104072,0.856474,-0.064618,0.143526,0,NEUTRAL,0.098198,0.019387,0.882416,0.078811,0.117584,0
NEUTRAL,0.059457,0.1132,0.827344,-0.053743,0.172656,0,NEUTRAL,0.249703,0.010707,0.73959,0.238996,0.26041,0
NEGATIVE,0.034668,0.541199,0.424133,-0.506531,0.575867,1,NEUTRAL,0.012469,0.059311,0.92822,-0.046842,0.07178,0
NEGATIVE,0.008894,0.849157,0.141949,-0.840263,0.858051,1,NEUTRAL,0.010541,0.347408,0.642051,-0.336867,0.357949,0
NEUTRAL,0.051716,0.208748,0.739536,-0.157032,0.260464,0,NEUTRAL,0.012453,0.171871,0.815676,-0.159419,0.184324,0
NEUTRAL,0.002308,0.008448,0.989244,-0.006141,0.010756,0,NEUTRAL,0.012582,0.193646,0.793772,-0.181064,0.206228,0
NEUTRAL,0.029386,0.037222,0.933392,-0.007836,0.066608,0,NEUTRAL,0.022316,0.174625,0.803059,-0.152309,0.196941,0
NEUTRAL,0.335615,0.094176,0.570209,0.241439,0.429791,0,NEUTRAL,0.012457,0.111065,0.876478,-0.098608,0.123522,0
NEUTRAL,0.27005,0.070892,0.659058,0.199158,0.340942,0,NEUTRAL,0.010934,0.203205,0.785861,-0.192272,0.214139,0
NEUTRAL,0.009526,0.016248,0.974226,-0.006722,0.025774,0,NEUTRAL,0.020286,0.146918,0.832796,-0.126632,0.167204,0
POSITIVE,0.902172,0.015155,0.082673,0.887017,0.917327,1,NEUTRAL,0.008968,0.230908,0.760124,-0.22194,0.239876,0
NEUTRAL,0.02357,0.011464,0.964966,0.012107,0.035034,0,NEUTRAL,0.01207,0.102573,0.885357,-0.090503,0.114643,0
NEGATIVE,0.007396,0.803557,0.189047,-0.796162,0.810953,1,NEUTRAL,0.010913,0.110662,0.878425,-0.099749,0.121575,0
NEUTRAL,0.019328,0.302939,0.677733,-0.28361,0.322267,0,NEUTRAL,0.026042,0.076956,0.897003,-0.050914,0.102997,0
NEUTRAL,0.022396,0.318352,0.659251,-0.295956,0.340749,0,NEUTRAL,0.039404,0.050003,0.910593,-0.010599,0.089407,0
NEUTRAL,0.006274,0.073617,0.920109,-0.067344,0.079891,0,NEUTRAL,0.079469,0.034143,0.886388,0.045325,0.113612,0
NEUTRAL,0.32081,0.032736,0.646455,0.288074,0.353545,0,NEUTRAL,0.079553,0.036058,0.88439,0.043495,0.11561,0
NEUTRAL,0.031397,0.170817,0.797786,-0.139419,0.202214,0,NEUTRAL,0.06392,0.061323,0.874757,0.002597,0.125243,0
NEUTRAL,0.096651,0.178132,0.725217,-0.081481,0.274783,0,NEUTRAL,0.075358,0.077429,0.847213,-0.002072,0.152787,0
NEUTRAL,0.026056,0.053154,0.92079,-0.027098,0.07921,0,NEUTRAL,0.063192,0.046068,0.89074,0.017123,0.10926,0
NEUTRAL,0.007813,0.046122,0.946065,-0.03831,0.053935,0,NEUTRAL,0.069584,0.032244,0.898172,0.03734,0.101828,0
NEUTRAL,0.015885,0.431992,0.552124,-0.416107,0.447876,0,NEUTRAL,0.078981,0.063867,0.857152,0.015114,0.142848,0
NEUTRAL,0.046746,0.31198,0.641274,-0.265234,0.358726,0,NEUTRAL,0.045685,0.057108,0.897206,-0.011423,0.102794,0
NEUTRAL,0.021723,0.33766,0.640617,-0.315937,0.359383,0,NEUTRAL,0.052738,0.054066,0.893196,-0.001328,0.106804,0
NEUTRAL,0.007044,0.255417,0.737539,-0.248373,0.262461,0,NEUTRAL,0.071285,0.052408,0.876307,0.018878,0.123693,0
NEUTRAL,0.142206,0.053121,0.804673,0.089085,0.195327,0,NEUTRAL,0.092215,0.046527,0.861258,0.045687,0.138742,0
NEUTRAL,0.026122,0.004288,0.969589,0.021834,0.030411,0,NEUTRAL,0.009556,0.006773,0.983671,0.002783,0.016329,0
NEUTRAL,0.007604,0.436595,0.555801,-0.428991,0.444199,0,NEUTRAL,0.016126,0.009833,0.974042,0.006293,0.025958,0
NEUTRAL,0.006441,0.333089,0.66047,-0.326648,0.33953,0,NEUTRAL,0.012908,0.012204,0.974888,0.000704,0.025112,0
NEUTRAL,0.035903,0.00337,0.960727,0.032533,0.039273,0,NEUTRAL,0.016949,0.017913,0.965138,-0.000964,0.034862,0
NEUTRAL,0.008831,0.056992,0.934177,-0.04816,0.065823,0,NEUTRAL,0.01016,0.010658,0.979182,-0.000498,0.020818,0
NEUTRAL,0.010186,0.015167,0.974647,-0.004982,0.025353,0,NEUTRAL,0.049706,0.037942,0.912352,0.011764,0.087648,0
NEUTRAL,0.011539,0.074145,0.914317,-0.062606,0.085683,0,NEUTRAL,0.024781,0.033794,0.941425,-0.009013,0.058575,0
NEUTRAL,0.036403,0.051767,0.91183,-0.015365,0.08817,0,NEUTRAL,0.052043,0.042315,0.905643,0.009728,0.094357,0
NEUTRAL,0.128875,0.089242,0.781882,0.039633,0.218118,0,NEUTRAL,0.043342,0.212238,0.74442,-0.168896,0.25558,0
NEGATIVE,0.025706,0.621691,0.352603,-0.595985,0.647397,1,NEUTRAL,0.058404,0.108701,0.832896,-0.050297,0.167104,0
NEGATIVE,0.010621,0.734607,0.254772,-0.723986,0.745228,1,NEUTRAL,0.061847,0.146626,0.791527,-0.084779,0.208473,0
NEUTRAL,0.034708,0.251528,0.713764,-0.21682,0.286236,0,NEUTRAL,0.061987,0.237336,0.700677,-0.175349,0.299323,0
NEUTRAL,0.031311,0.022489,0.9462,0.008822,0.0538,0,NEUTRAL,0.041605,0.286779,0.671615,-0.245174,0.328385,0
NEUTRAL,0.022824,0.139341,0.837835,-0.116517,0.162165,0,NEUTRAL,0.06855,0.239583,0.691867,-0.171033,0.308133,0
NEUTRAL,0.04192,0.399324,0.558756,-0.357404,0.441244,0,NEUTRAL,0.239614,0.123818,0.636568,0.115796,0.363432,0
NEUTRAL,0.112813,0.294501,0.592686,-0.181688,0.407314,0,NEUTRAL,0.051761,0.272204,0.676035,-0.220442,0.323965,0
NEUTRAL,0.01934,0.321956,0.658704,-0.302615,0.341296,0,NEUTRAL,0.04467,0.188319,0.767011,-0.14365,0.232989,0
NEGATIVE,0.027193,0.661453,0.311354,-0.63426,0.688646,1,NEUTRAL,0.058128,0.102811,0.839061,-0.044683,0.160939,0
NEUTRAL,0.041382,0.166849,0.791769,-0.125467,0.208231,0,NEUTRAL,0.051978,0.223637,0.724385,-0.171659,0.275615,0
NEUTRAL,0.107877,0.056763,0.835359,0.051114,0.164641,0,NEUTRAL,0.044932,0.231897,0.723171,-0.186965,0.276829,0
NEUTRAL,0.08031,0.375578,0.544112,-0.295269,0.455888,0,NEUTRAL,0.052485,0.284457,0.663058,-0.231973,0.336942,0
NEUTRAL,0.020118,0.015137,0.964744,0.004981,0.035256,0,NEUTRAL,0.093174,0.219224,0.687602,-0.12605,0.312398,0
NEUTRAL,0.029352,0.025641,0.945007,0.003712,0.054993,0,NEUTRAL,0.02207,0.244787,0.733143,-0.222718,0.266857,0
NEGATIVE,0.009613,0.865864,0.124523,-0.856252,0.875477,1,NEUTRAL,0.064214,0.097275,0.838511,-0.033061,0.161489,0
NEUTRAL,0.277397,0.047376,0.675228,0.230021,0.324772,0,NEUTRAL,0.034092,0.253657,0.712251,-0.219566,0.287749,0
NEUTRAL,0.034179,0.237249,0.728572,-0.20307,0.271428,0,NEUTRAL,0.035891,0.189048,0.775061,-0.153158,0.224939,0
NEUTRAL,0.08862,0.148073,0.763307,-0.059452,0.236693,0,NEUTRAL,0.0405,0.211895,0.747605,-0.171395,0.252395,0
NEUTRAL,0.091381,0.048311,0.860308,0.04307,0.139692,0,NEUTRAL,0.064437,0.192578,0.742985,-0.128142,0.257015,0
NEUTRAL,0.28803,0.102975,0.608995,0.185056,0.391005,0,NEUTRAL,0.039457,0.263266,0.697277,-0.223809,0.302723,0
NEUTRAL,0.073248,0.172282,0.75447,-0.099035,0.24553,0,NEUTRAL,0.071858,0.1812,0.746941,-0.109342,0.253059,0
NEUTRAL,0.028476,0.172656,0.798868,-0.144181,0.201132,0,NEUTRAL,0.092222,0.143176,0.764602,-0.050955,0.235398,0
NEUTRAL,0.047658,0.079658,0.872684,-0.032,0.127316,0,NEUTRAL,0.230776,0.049918,0.719306,0.180858,0.280694,0
NEUTRAL,0.018482,0.157518,0.824001,-0.139036,0.175999,0,NEUTRAL,0.049865,0.166192,0.783943,-0.116327,0.216057,0
NEUTRAL,0.033296,0.10431,0.862395,-0.071014,0.137605,0,NEUTRAL,0.06746,0.206172,0.726368,-0.138711,0.273632,0
NEUTRAL,0.046613,0.154977,0.79841,-0.108365,0.20159,0,NEUTRAL,0.031222,0.247567,0.721211,-0.216346,0.278789,0
NEUTRAL,0.022918,0.125479,0.851602,-0.102561,0.148398,0,NEUTRAL,0.083689,0.176078,0.740232,-0.092389,0.259768,0
NEUTRAL,0.022424,0.009821,0.967755,0.012603,0.032245,0,NEUTRAL,0.119415,0.103982,0.776603,0.015433,0.223397,0
NEUTRAL,0.016326,0.007022,0.976652,0.009304,0.023348,0,NEUTRAL,0.0284,0.09465,0.87695,-0.06625,0.12305,0
NEUTRAL,0.011384,0.156727,0.831889,-0.145342,0.168111,0,NEUTRAL,0.021079,0.460889,0.518032,-0.439809,0.481968,0
NEGATIVE,0.029843,0.879249,0.090908,-0.849406,0.909092,1,NEGATIVE,0.015144,0.791158,0.193698,-0.776014,0.806302,1
NEGATIVE,0.002932,0.930275,0.066793,-0.927343,0.933207,1,NEGATIVE,0.004799,0.956426,0.038774,-0.951627,0.961226,1
NEUTRAL,0.02058,0.121222,0.858198,-0.100642,0.141802,0,NEGATIVE,0.012844,0.844605,0.142551,-0.831761,0.857449,1
NEUTRAL,0.034536,0.275961,0.689503,-0.241425,0.310497,0,NEUTRAL,0.038641,0.269055,0.692304,-0.230413,0.307696,0
NEGATIVE,0.018503,0.69306,0.288437,-0.674556,0.711563,1,NEUTRAL,0.094897,0.344076,0.561028,-0.249179,0.438972,0
NEUTRAL,0.216503,0.117764,0.665733,0.09874,0.334267,0,NEGATIVE,0.016344,0.725021,0.258635,-0.708677,0.741365,1
NEUTRAL,0.021039,0.043334,0.935627,-0.022295,0.064373,0,NEUTRAL,0.067293,0.107625,0.825082,-0.040332,0.174918,0
NEUTRAL,0.06017,0.063022,0.876808,-0.002852,0.123192,0,NEUTRAL,0.072638,0.098828,0.828533,-0.02619,0.171467,0
NEUTRAL,0.135802,0.029944,0.834255,0.105858,0.165745,0,NEUTRAL,0.053368,0.164081,0.782551,-0.110713,0.217449,0
NEUTRAL,0.130009,0.016267,0.853724,0.113742,0.146276,0,NEUTRAL,0.044787,0.087098,0.868115,-0.042311,0.131885,0
NEUTRAL,0.026064,0.045517,0.928419,-0.019454,0.071581,0,NEUTRAL,0.063279,0.227503,0.709218,-0.164225,0.290782,0
NEUTRAL,0.063514,0.09097,0.845516,-0.027456,0.154484,0,NEUTRAL,0.064731,0.057044,0.878225,0.007687,0.121775,0
NEUTRAL,0.037475,0.299814,0.662711,-0.262339,0.337289,0,NEUTRAL,0.069604,0.120904,0.809492,-0.051301,0.190508,0
NEUTRAL,0.017745,0.228787,0.753468,-0.211042,0.246532,0,NEUTRAL,0.055392,0.161243,0.783364,-0.105851,0.216636,0
NEUTRAL,0.054472,0.349485,0.596043,-0.295013,0.403957,0,NEUTRAL,0.03394,0.228011,0.738048,-0.194071,0.261952,0
NEUTRAL,0.050424,0.171184,0.778392,-0.12076,0.221608,0,NEUTRAL,0.048907,0.23853,0.712564,-0.189623,0.287436,0
NEUTRAL,0.060736,0.090406,0.848858,-0.029671,0.151142,0,NEUTRAL,0.075878,0.098633,0.825489,-0.022754,0.174511,0
NEGATIVE,0.01136,0.620309,0.368331,-0.608949,0.631669,1,NEUTRAL,0.075701,0.100869,0.82343,-0.025167,0.17657,0
NEUTRAL,0.089773,0.114729,0.795497,-0.024956,0.204503,0,NEUTRAL,0.061946,0.104822,0.833232,-0.042875,0.166768,0
NEUTRAL,0.148476,0.012277,0.839246,0.136199,0.160754,0,NEUTRAL,0.060264,0.066112,0.873624,-0.005848,0.126376,0
NEUTRAL,0.020395,0.079486,0.900119,-0.059092,0.099881,0,NEUTRAL,0.061395,0.276898,0.661707,-0.215504,0.338293,0
NEUTRAL,0.078354,0.041326,0.88032,0.037028,0.11968,0,NEUTRAL,0.058897,0.085209,0.855895,-0.026312,0.144105,0
NEUTRAL,0.032205,0.046619,0.921176,-0.014414,0.078824,0,NEUTRAL,0.044803,0.100303,0.854894,-0.0555,0.145106,0
NEUTRAL,0.175973,0.03215,0.791876,0.143823,0.208124,0,NEUTRAL,0.036873,0.227035,0.736092,-0.190163,0.263908,0
NEUTRAL,0.026799,0.023899,0.949302,0.0029,0.050698,0,NEUTRAL,0.040513,0.145061,0.814426,-0.104548,0.185574,0
NEUTRAL,0.015813,0.121747,0.86244,-0.105934,0.13756,0,NEUTRAL,0.079367,0.057358,0.863275,0.022009,0.136725,0
NEUTRAL,0.043998,0.033562,0.92244,0.010436,0.07756,0,NEUTRAL,0.073376,0.062758,0.863866,0.010619,0.136134,0
NEUTRAL,0.048461,0.009983,0.941556,0.038478,0.058444,0,NEUTRAL,0.078827,0.039106,0.882067,0.039722,0.117933,0
NEUTRAL,0.01743,0.200802,0.781768,-0.183372,0.218232,0,NEUTRAL,0.070382,0.068716,0.860902,0.001666,0.139098,0
NEUTRAL,0.028142,0.17055,0.801308,-0.142408,0.198692,0,NEUTRAL,0.076127,0.069897,0.853976,0.00623,0.146024,0
NEUTRAL,0.047676,0.03425,0.918074,0.013427,0.081926,0,NEUTRAL,0.107562,0.045853,0.846585,0.061709,0.153415,0
NEUTRAL,0.01361,0.055558,0.930831,-0.041948,0.069169,0,NEUTRAL,0.088753,0.116343,0.794903,-0.02759,0.205097,0
NEUTRAL,0.019423,0.087611,0.892966,-0.068188,0.107034,0,NEUTRAL,0.05123,0.150275,0.798495,-0.099046,0.201505,0
NEUTRAL,0.084748,0.332447,0.582805,-0.247698,0.417195,0,NEUTRAL,0.029344,0.136766,0.83389,-0.107422,0.16611,0
NEUTRAL,0.01357,0.119925,0.866505,-0.106355,0.133495,0,NEUTRAL,0.070281,0.122528,0.807191,-0.052247,0.192809,0
NEUTRAL,0.027882,0.114368,0.85775,-0.086486,0.14225,0,NEUTRAL,0.052866,0.164396,0.782738,-0.111531,0.217262,0
NEUTRAL,0.027711,0.110381,0.861908,-0.08267,0.138092,0,NEUTRAL,0.031544,0.148688,0.819767,-0.117144,0.180233,0
NEUTRAL,0.0134,0.064932,0.921668,-0.051532,0.078332,0,NEUTRAL,0.066556,0.080499,0.852945,-0.013943,0.147055,0
NEUTRAL,0.023609,0.060414,0.915978,-0.036805,0.084022,0,NEUTRAL,0.044213,0.098461,0.857326,-0.054248,0.142674,0
NEUTRAL,0.026043,0.06365,0.910307,-0.037608,0.089693,0,NEUTRAL,0.067919,0.099808,0.832273,-0.031889,0.167727,0
NEUTRAL,0.035696,0.065035,0.89927,-0.029339,0.10073,0,NEUTRAL,0.412088,0.114836,0.473076,0.297252,0.526924,0
NEUTRAL,0.02953,0.221937,0.748533,-0.192407,0.251467,0,NEUTRAL,0.040299,0.441225,0.518476,-0.400926,0.481524,0
NEUTRAL,0.014079,0.012313,0.973608,0.001766,0.026392,0,NEUTRAL,0.088751,0.12425,0.787,-0.035499,0.213,0
NEUTRAL,0.261534,0.064029,0.674437,0.197505,0.325563,0,NEUTRAL,0.056964,0.116353,0.826683,-0.059388,0.173317,0
NEGATIVE,0.021809,0.640012,0.338179,-0.618203,0.661821,1,NEUTRAL,0.034174,0.307327,0.658499,-0.273153,0.341501,0
NEUTRAL,0.057957,0.130629,0.811414,-0.072672,0.188586,0,NEUTRAL,0.042515,0.290142,0.667343,-0.247628,0.332657,0
NEUTRAL,0.02904,0.429466,0.541494,-0.400426,0.458506,0,NEUTRAL,0.091554,0.313868,0.594578,-0.222314,0.405422,0
NEUTRAL,0.262336,0.046006,0.691658,0.21633,0.308342,0,NEUTRAL,0.04175,0.097506,0.860744,-0.055756,0.139256,0
NEUTRAL,0.149515,0.051464,0.799022,0.098051,0.200978,0,NEUTRAL,0.050897,0.171552,0.77755,-0.120655,0.22245,0
NEUTRAL,0.106093,0.026887,0.86702,0.079207,0.13298,0,NEUTRAL,0.078312,0.240177,0.681511,-0.161865,0.318489,0
NEUTRAL,0.109386,0.041655,0.848959,0.06773,0.151041,0,NEUTRAL,0.055777,0.204395,0.739828,-0.148618,0.260172,0
NEUTRAL,0.015392,0.205203,0.779405,-0.189811,0.220595,0,NEUTRAL,0.084561,0.278886,0.636553,-0.194325,0.363447,0
NEUTRAL,0.138136,0.066354,0.79551,0.071782,0.20449,0,NEUTRAL,0.072556,0.211001,0.716443,-0.138445,0.283557,0
NEUTRAL,0.063978,0.177314,0.758708,-0.113337,0.241292,0,NEUTRAL,0.040492,0.29461,0.664898,-0.254117,0.335102,0
NEUTRAL,0.05803,0.1195,0.82247,-0.06147,0.17753,0,NEUTRAL,0.068812,0.287183,0.644005,-0.21837,0.355995,0
NEUTRAL,0.062407,0.068926,0.868667,-0.006519,0.131333,0,NEUTRAL,0.070944,0.248484,0.680571,-0.17754,0.319429,0
NEGATIVE,0.020858,0.803751,0.17539,-0.782893,0.82461,1,NEUTRAL,0.054891,0.255305,0.689804,-0.200415,0.310196,0
NEUTRAL,0.076152,0.209449,0.714399,-0.133296,0.285601,0,NEUTRAL,0.09021,0.205599,0.704191,-0.11539,0.295809,0
NEUTRAL,0.018146,0.207062,0.774791,-0.188916,0.225209,0,NEUTRAL,0.048663,0.217937,0.7334,-0.169275,0.2666,0
NEGATIVE,0.013101,0.776722,0.210177,-0.763621,0.789823,1,NEUTRAL,0.040511,0.147344,0.812145,-0.106833,0.187855,0
NEUTRAL,0.101021,0.047029,0.851951,0.053992,0.148049,0,NEUTRAL,0.058032,0.234054,0.707914,-0.176022,0.292086,0
POSITIVE,0.636788,0.034337,0.328875,0.602452,0.671125,1,NEUTRAL,0.043999,0.388963,0.567039,-0.344964,0.432961,0
NEUTRAL,0.015098,0.067842,0.91706,-0.052744,0.08294,0,NEUTRAL,0.04035,0.091129,0.868521,-0.050779,0.131479,0
NEUTRAL,0.014258,0.058649,0.927093,-0.044391,0.072907,0,NEUTRAL,0.064271,0.077281,0.858449,-0.01301,0.141551,0
NEUTRAL,0.020972,0.016629,0.962399,0.004342,0.037601,0,NEUTRAL,0.079697,0.028363,0.891941,0.051334,0.108059,0
NEUTRAL,0.014546,0.067262,0.918192,-0.052716,0.081808,0,NEUTRAL,0.032961,0.189184,0.777856,-0.156223,0.222144,0
NEUTRAL,0.010509,0.187955,0.801536,-0.177446,0.198464,0,NEUTRAL,0.047589,0.115386,0.837024,-0.067797,0.162976,0
NEUTRAL,0.016924,0.059159,0.923918,-0.042235,0.076082,0,NEUTRAL,0.029721,0.170876,0.799403,-0.141155,0.200597,0
