Year,Level,Title,Topic Category,Abstract,Direct Link,Keywords,Permanent Link,Full Text,new,needs_review,dup_of_existing
2006,"Independent thesis Basic level (degree of Bachelor), 10 points / 15 hpStudent thesisAlternative title",Sjuksköterskans upplevelser efter hot och våld i somatisk vård: en litteraturstudie,,"Oron för att utsättas för hot eller våld är för många anställda inom vårdsektorn en daglig psykisk påfrestning. Studiens syfte var att beskriva sjuksköterskans upplevelser i samband, med hot och våld i den somatiska vården samt hur det hanteras. Studien är en litteraturstudie baserad på vetenskapliga artiklar. I databaserna Medline och Cinahl fann författarna 33 artiklar varav 7 artiklar ansågs svara mot studiens syfte, genom manuell sökning valdes 5 artiklar ut. De vetenskapliga artiklarna granskades och bedömdes vad gällde vetenskaplig kvalitet. Vid analys av artiklarnas resultat framkom tre tema i form av 1.Upplevelser vid hot och våld, 2. Hantering av upplevelser som uppstår vid hot och våld, 3. Upplevelser av brist av stöd från arbetsledningen samt underrapportering av våldsincidenter. Ilska, rädsla, stress, maktlöshet och hjälplöshet var de mest omskrivna upplevelserna. De viktigaste faktorerna i hanteringen av upplevelser var support från kollegor samt coping strategier. Det framkommer också hur personalen upplever avsaknad av stöd från arbetsledningen vid hot och våld incidenter, samt vikten av rapportering av dessa incidenter. När sjuksköterskan har kunskap om olika upplevelser som kan uppstå samt hantera dessa på ett optimalt sätt, medför det att sjuksköterskan blir tryggare i sin yrkesroll. Detta genererar i att de omvårdnadsåtgärder som patienten skall ha genomförs.",,"Hot och våld, upplevelser, somatisk vård",,,1,0,1
2006,"Independent thesis Basic level (degree of Bachelor), 10 credits / 15 HE creditsStudent thesis",Kan iranska aktörer påverkas?: USA:s förmåga till strategiskt inflytande ur ett fältperspektiv Swedish National Defence College.,,"Sedan 1979 när den amerikanska ambassaden i Teheran ockuperades av studenter och personalentogs som gisslan under 444 dagar har kontakterna mellan Iran och USA varit ansträngda. Iran harbland annat pekats ut av president George W Bush som ”en av ondskans axelmakter”. Syftet meddenna uppsats är att undersöka vilka metoder för amerikanskt strategiskt inflytande som haranvänts av USA mot Iran och haft framgång. Den valda metoden är kvalitativ textanalys. Utifrånfrågeställningen:Vilken/vilka typer av strategiskt inflytande har varit effektiva för att påverka styret av Iran?granskas tre fall av informationsoperationer (militär-, politisk- och mediaoperation) genomfördamot Iran mellan 1979 och 2006. Aktörerna ayatolla, parlament, president, prästerskap ochmedelklass beskrivs utifrån Pierre Bourdieus fältteori för att belysa vilka metoder som varitändamålsenliga och framgångsrika från USA:s sida. Granskningen visar att USA:s främsta väg tillframgång har varit psyops och mjuka metoder mot utvalda grupper medan direkt konfrontation iform av hårda politiska påtryckningar och hot om, eller bruket av militära medel inte i sammautsträckning varit framgångsrika.",,"USA, Iran, Utrikespolitik, Informationskrigföring, Chefsprogrammet, Chefsprogrammet 2004-2006, Uppsatser",,,1,0,0
2004,"Independent thesis Basic level (degree of Bachelor), 10 credits / 15 HE creditsStudent thesis",Inställningar till självläkning: - en studie av diskurser kring beroendeproblematik,,"Föreliggande rapport redovisar resultat från den svenska pilotstudien inom det internationella s.k. SINR-projektet (Societal Images of Natural Recovery). Detta projekt syftar till ökad kunskap om hur olika synsätt, hos allmänheten såväl som inom olika professionella grupper, påverkar människor möjligheter att komma tillrätta med olika former av missbruk. Som ett första steg i projektet har i hittills sex större städer i fem olika länder ett mindre antal svarande, representerande olika samhällsgrupper, tillfrågats om sin uppfattning om möjligheterna att på egen hand ta sig ur olika slag av missbruksproblem. Den svenska pilotstudien har, på uppdrag av FoU-enheten, av tre socionomstuderande vid Stockholms universitet i form av ett examensarbete. Rapporten innehåller inledningsvis en översiktlig sammanfattning av förekommande perspektiv på olika former av missbruk, av aktuell forskning om s.k. ”självläkning” (”natural recovery”) från sådana problem, och av attributionsteori och attributionsforskning. Därefter redovisas resultat den svenska pilotstudien. Denna bygger på intervjuer med femton personer, representerande fem olika samhällssektorer: ”behandling”, ”kontroll”, ”vardagsterapeuter”, ”media” och ”allmänhet”. De frågor som står i fokus är respondenternas syn på möjligheten till ”självläkning” från elva olika former av missbruksproblem och vad de upplever som de största hindren mot effektiva lösningar på dessa problem. Svaren relateras också till eventuella erfarenheter (egna eller närståendes) av de aktuella problemen. Bland de mest intressanta resultaten är att de svarande tämligen genomgående ser ”illegala” beroendeproblem (olika narkotiska preparat) som betydligt svårare att komma tillrätta med än ”legala” sådana (alkohol, tobak, spel, shopping). På samma sätt uppfattas substansrelaterade beroenden ganska genomgående som betydligt svårare än beteenderelaterade sådana (spel och shopping). Om man ser till specifika former av missbruk finns ett starkt samband mellan de svarandes (negativa) syn på möjligheten att sluta med amfetamin, kokain och heroin. Däremot uppfattas cannabis som nästan lika lätt att sluta med som rökning, det beroende som de svarande i genomsnitt uppfattar det som allra lättast att komma tillrätta med. Representanterna för behandlingsområdet är, intressant nog, ganska genomgående de mest pessimistiska när det gäller möjligheten att ta sig ur ett missbruk på egen hand, medan mediarepresentanterna är de mest optimistiska. Sammantagna antyder resultaten att människor ganska lätt införlivar den officiella och av media reproducerade bilden av olika självdestruktiva beteenden. Samtidigt indikerar skillnaderna mellan olika grupper av svarande att uppfattningarna i vissa avseenden skiljer sig påtagligt åt mellan olika samhällssektorer, något som pekar på behovet av fortsatta, mer ingående studier på detta område. I ett avslutande Appendix görs några jämförelser mellan data från Stockholm och från de fem övriga deltagarstäderna. Dessa visar både på vissa likheter – t.ex. att representanterna för behandlingsområdet i flertalet städer är de mest pessimistiska vad gäller människors möjligheter att sluta med ett missbruk på egen hand – och vissa skillnader – t.ex. den särställning Sverige tycks ha när det gäller demoniseringen av heroin som den svåraste och farligaste av alla droger. Dessa resultat talar för värdet av en tvärkulturell ansats till dessa frågor.",,"Beroende, missbruk, social avvikelse, socialt stigma, icke behandlingsrelaterade",,,1,0,0
2004,Independent thesis Basic level (degree of Bachelor)Student thesis,"Svårigheter i mötet mellan svensk sjukvårdspersonal och personer med invandrarbakgrund: en litteraturstudie Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.",,"Bakgrund: Enligt statistiska central byråns prognos (2003) kommer invandrare eller barn till invandrare att stå för cirka åtta procent av Sveriges befolkningsökning inom de närmsta tjugo åren. För att kunna bistå med god vård på lika villkor för hela befolkningen måste den svenska sjukvården anpassas efter det mångkulturella samhälle vi lever i. Syfte: Denna litteraturstudie syftar till att belysa svårigheter som kan påverka mötet mellan svensk vårdpersonal och personer med invandrarbakgrund. Metod: Litteraturstudien bygger på sju vetenskapliga artiklar, alla med kvalitativ forskningsansats. Studien analyserades utifrån Malterud (1996). Resultat: Resultatet av studien visar att verbal och icke-verbal kommunikation, kulturella olikheter och invandrares syn på sjukvård kan försvåra mötet mellan svensk sjukvårdspersonal och personer med invandrarbakgrund.",,"Mångkulturell, omvårdnad, svårigheter, invandrare, Sverige",,,1,0,0
2002,Independent thesis Basic level (degree of Bachelor)Student thesis,Faktorer som kan påverka samarbetet mellan användare och systemutvecklare,,"Litteratur inom systemutvecklingsområdet påvisar fördelar med användarmedverkan. Fördelarna kan påverka organisationer och systemutvecklare att vilja involvera användare i utvecklingsarbetet. Det resulterar dock inte automatiskt i att fördelarna uppnås, eftersom det finns faktorer som kan påverka användare under samarbetet. Detta arbete syftar till att klargöra vilka faktorer som användare anser vara mest betydelsefulla under samarbetet och vad de anser om faktorerna. Syftet är även att klargöra vilka faktorer systemutvecklare tror att användare anser vara mest betydelsefulla och vad de anser om faktorerna. Likheter och skillnader mellan användares och systemutvecklares rangordning och kommentarer till faktorerna lyfts också fram. För att få frågeställningarna i problempreciseringen besvarade har ett antal intervjuer genomförts med användare och systemutvecklare. Resultatet visar att användare rangordnar faktorn tala samma språk högst och faktorn feedback placeras på andra plats. På delad tredje till femte placering hamnar faktorerna att få tala och följa med i diskussioner, motivation och fokusering på arbetsrelaterade frågor. Systemutvecklare sätter faktorn att få tala och följa med i diskussioner främst. På delad andra och tredje plats hamnar faktorerna feedback och motivation.",,"Användarmedverkan, faktorer, samarbete, användare, systemutvecklare",,,1,0,1
2006,"Independent thesis Basic level (degree of Bachelor), 10 points / 15 hpStudent thesisAlternative title",Att vara eller inte vara: styrs uttaget av föräldraledighet av föreställningar eller faktiska förhållanden?,,"Syftet med föreliggande undersökning är att undersöka huruvida föräldrars föreställningar gällande föräldraledighet stämmer överens med verkliga förutsättningar, eller om det finns en skillnad däremellan. Mer specifikt har det undersökts om det är de allmänna föreställningarna gällande hindren för mäns föräldraledighet som styr eller om det är de faktiska förhållandena som styr uttaget. Undersökningen bygger på en kvantitativ empiri där datainsamlingen skett genom ett tillgänglighetsurval med enkät som mätinstrumentet. För att få svar på frågeställningen har teori inom området föräldraledighet och genus studerats. Teoriavsnittet innehåller en presentation av föräldraledighetsdiskursen med dess fyra hinder; ekonomin, arbetsplatsen, kvinnan och könsrollerna. Avsnittet ligger till grund för vår förståelse och har även varit den ram utifrån vilken enkätfrågorna konstruerats. Resultaten från empiriundersökningen har analyserats tillsammans med relevant litteratur för att ett svar på frågeställningen ska kunna ges. Utifrån detta kan utläsas att fördelningen av föräldraledighetsdagarna är starkt påverkade av föreställningarna kring mäns hinder för föräldraledighet. Resultaten har också tydligt visat att hindren delvis inte har förankring i verkligheten. I undersökningen framkom även att respondenterna hade en bristfällig kunskap gällande föräldraförsäkringen vilket vi tror kan ha bidragit till att de allmänna föreställningarna påverkat i den grad de gjort. Författarna anser därmed att informationen till föräldrarna borde bli bättre och att forskare inom området borde finna strategier för att nå ut med sin kunskap till allmänheten.",,"Föräldraförsäkring, föräldraledighet, genussystem, diskurs och hinder",,,1,0,1
2004,Independent thesis Basic level (degree of Bachelor)Student thesis,"Organiserat samarbete mellan lärare och kollegor inom IKT-baserad distansundervisning Blekinge Institute of Technology, School of Management. Blekinge Institute of Technology, School of Management.",,"Abstrakt Detta är en hermeneutisk studie där vi använt oss av intervjuer som datainsamlingsmetod. Vi har studerat samarbete ur ett lärarperspektiv i distansundervisning på Blekinge Tekniska högskola (BTH). Vad vi fann var att lärarna och deras kollegor efterfrågade ett mer organiserat samarbete dem emellan. Två former för ett ökat samarbete är, samarbete i team och i distansnätverk, vilka kan existera parallellt med varandra. I nätverket ingår alla personer som arbetar med distanskurser, allt ifrån lärare till tekniker. Team är en mindre enhet för samarbete och är uppbyggd runt en specifik distanskurs. Deltagarna i teamet är experter på olika yrkesområden och kan komplettera och hjälpa varandra. Lärarna är experter på sitt område, vilket är undervisning, och vill inte behöva känna sig tvingade att bli experter på nya områden, för att kunna undervisa på distans. Undersökningen visar att de teammedlemmar som kan vara till hjälp för lärarna är: Andra lärare, Administratörer, Teknikpedagoger, Bibliotekarier, Inlånade kompetenser, Tekniker och Studentrepresentanter. Kursen och temadeltagarna, i huvudsak lärarna, avgör när och hur mycket de olika experterna behövs under kursen. Men det är viktigt att vara medveten om att alla inte vill arbeta i team eller anser att samarbete alltid är positivt. Samarbete och teamarbete ska ses som ett stöd för lärarnas i deras arbete.",,"Administratör, Distanskurs, Distansundervisning, Högskoleundervisning, Lärare, Nätverk, Organiserat teamarbete, Samarbete, Team, Teknikpedagog",,,1,0,0
2006,"Independent thesis Basic level (degree of Bachelor), 10 credits / 15 HE creditsStudent thesis",Är granskningen av 90-kontoinnehavare tillräcklig: Kritisk granskning av SFI:s rutiner,,I form av en utvärdering har Stiftelsen för Insamlingskontroll (nedan kallat SFI) granskats med avseende på hur deras kontroll av 90-kontoinnehavare ser ut. Syftet med utvärderingen är att skapa en bild av granskningen i dagsläget samt att kartlägga var eventuella brister finns. Informationen som ligger till grund för undersökningen har hämtats direkt från SFI men kompletterande data har även inhämtats från organisationer som innehar ett 90-konto. Till följd av att brister upptäckts har jag försökt kartlägga hur kontrollen kan göras mer tillförlitlig. Huvudsakligen bottnar bristerna i otydlighet från SFI:s sida samt för lågt ställda krav på kontoinnehavarna. Viktigast idag för kontrollen är kostnaderna i verksamheterna. SFI gör skillnad på skäliga och oskäliga kostnader. De förstnämnda är kostnader som är nödvändiga för att organisationen ska kunna utöva verksamhet i enlighet med sitt syfte. Dessa kostnadsgrupper har otydliga avgränsningar och kan redovisas fel. I ett försök att vara tydligare har anvisningar och förklaringar till anvisningarna gjorts tillgängliga men även dessa är svårtolkade. En organisation har sju månader på sig att skicka in sin redovisning till SFI. Om ingen redovisning har kommit in då kan SFI antingen kräva förseningsavgift eller spärra kontot. Denna tidsfrist är väl tilltagen och ger onödigt stora marginaler för oseriösa 90-konto¬innehavare. En annan brist är SFI:s stora förtroende för kontoinnehavarnas egna revisorer. En opartisk granskning bör inte vara beroende av en revisor som anställts av den part som granskas. Det jag rekommenderar SFI att göra är att bli tydligare och har strängare rutiner för hur ett 90-konto ska skötas.,,,,,1,0,1
2006,"Independent thesis Basic level (degree of Bachelor), 10 credits / 15 HE creditsStudent thesis",”Ett papper som hamnar någonstans?” En kvalitativ undersökning om åtgärdsprogram i förskolan,,"Alla barn i förskolan har rätt till stimulans efter sina behov och förutsättningar. De barn som behöver extra stöd ska få det. För barn i behov av särskilt stöd och deras föräldrar samt lärare kanske åtgärdsprogram kan vara ett hjälpmedel i arbetet. Syftet med studien är att undersöka förekomsten, användandet samt behovet av åtgärdsprogram i förskolan. Vi vill även undersöka specialpedagogens roll och delaktighet i upprättandet av åtgärdsprogram. I litteraturbearbetningen belyses förskolans historia, förskolans ansvar, specialpedagogik, utvecklingsekologi, barn i behov av särskilt stöd, åtgärdsprogram och individuella utvecklingsplaner. Den empiriska delen av uppsatsen har utförts med kvalitativa enskilda intervjuer. Målgruppen består av tolv lärare från tre olika småstäder. Studien visar att alla förskolorna i undersökningen använder sig av åtgärdsprogram, trots att de till skillnad från skolan inte är skyldiga att göra detta enligt lag. Åtgärdsprogrammen används dock i skiftande omfattning. Det är inte alla förskolor som har hjälp och handledning av specialpedagoger inför och under samtal angående åtgärdsprogram. Några av respondenterna framhåller att dokumenten inte alltid är anpassade till förskolan utan att de får använda sig av de dokument som är utformade till skolan. Flertalet av lärarna menar att det finns ett behov av åtgärdsprogram. De anser att det framför allt gynnar barnet, men att åtgärdsprogrammet också kan vara till hjälp för personal och föräldrar.",,,,,1,0,0
2006,Independent thesis Basic level (degree of Bachelor)Student thesis,"Upplevelser av interaktionen mellan klient och socialsekreterare -sett ur ett maktperspektiv Blekinge Institute of Technology, School of Management. Blekinge Institute of Technology, School of Management.",,"För socialtjänstens klienter innebär klientskapet en ovillkorligt underordnad roll, där individen befinner sig i en situation denne inte styr över. Individen etablerar en relation till den offentliga hjälpapparaten som samtidigt är en maktapparat. Det övergripande syftet med studien är att skapa förståelse för hur den specifika ekonomisektionen inom socialförvaltningen, i en kommun i södra Sverige, som avgränsat socialt fält, är konstruerat. Ett delsyfte är att belysa hur enskilda socialsekreterare inom denna sektion samt ett urval av deras klienter, upplever interaktionen vid handläggning av ekonomiskt bistånd. Ytterligare ett delsyfte är att få en förståelse för hur de sociala konfigurationerna ter sig samt hur makt konstrueras, i interaktionen mellan klient och socialsekreterare. Tidigare forskning inom området, av Greta-Marie Skau och Leila Billqvist, belyser problematiken i den svåra balanssituation som socialsekreterare befinner sig i, vad gäller att ha makt och ge hjälp samt vad som sker i klientprocessen. Studiens teoretiska ansats utgörs av Tillys teori om beständig ojämlikhet, där fokus ligger på kombinationer av sociala konfigurationer samt den kategoriella ojämlikhetens orsaksmekanismer. Studien metodologiska ansats är av abduktiv art, varpå Tillys teori utgör grunden för den empiriska datainsamlingen. Genom studiens resultat modifieras därefter denna teori. För den empiriska datainsamlingen tillämpas en metodtriangulering, i form av personliga dokument samt semistrukturerade intervjuer. Huvuddraget i resultatet inbegriper upplevelser av distinktionen i socialsekreterarrollen, vilken består av dels en hjälpande/behandlande funktion, dels en myndighetsutövande funktion. Resultatet påvisar även en distinktion vad gäller klientrollen, då den består av såväl rättigheter som skyldigheter. Vidare presenteras upplevelser av interaktionen mellan klient och socialsekreterare, varigenom ojämlikheter upprättas och vidmakthålls. Av analysen framgår att en beständig ojämlikhet råder i interaktionen mellan klient och socialsekreterare. Denna ojämlikhet yttrar sig inom det kategoriella paret, vilka karaktäriseras av inre och yttre kategorier, således tenderar den kategoriella ojämlikheten att vara strukturellt betingad. Ojämlikheten och maktobalansen upprättas genom exploatering och möjlighetsansamling samt vidmakthålls genom efterlikning och anpassning.",,"Interaktion, Makt, Sociala konfigurationer, Exploatering, Möjlighetsansamling, Klient, Socialsekreterare",,,1,0,0
2004,Independent thesis Basic level (degree of Bachelor)Student thesis,Personalens uppfattning om och möjlighet att påverka måltidernas innehåll i en förskola,,"Examensarbetet handlar om maten i en specifik förskola som arbetar med Livsstil och hälsa under läsåret 2004/2005. Vi har genom intervjuer och enkäter undersökt vad kokerska och förskollärare/barnskötare anser om måltiderna i förskolan och om förskollärarna/barnskötarna känner att de kan påverka dessa. Resultatet blev att frukosten var den måltid personalen var mest nöjda med, lunchen ville de tillaga själva på förskolan och mellanmålet var lite enformigt. En majoritet av förskollärarna/barnskötarna kände att de kunde vara med och påverka måltidernas innehåll genom diskussioner med kokerskan. En intervju har även genomförts med kostkonsulenten i den kommun som förskolan tillhör, för att ta reda på vad hon utgår ifrån när matsedeln för förskolan utarbetas. Kostkonsulenten utgår ifrån Livsmedelsverkets riktlinjer för barnomsorgens måltider när hon sammanställer förskolans matsedel.",,,,,1,0,1
2006,Independent thesis Basic level (degree of Bachelor)Student thesis,"Att drabbas av prostatacancer: Männens upplevelser av sjukdomen Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.",,"Prostatacancer är den vanligaste cancerformen hos män och drabbar i genomsnitt 8000 personer per år. För de drabbade männen kan vardagslivet förändras, både på grund av cancersjukdomen och av behandlingen. Behandlingen kan leda till komplikationer som inkontinens och impotens vilket kan påverka mannens fysiska existens, sociala identitet och trygghet. Studiens teoretiska referensram utgår från Cullbergs kris- och utvecklingsteori. Studiens syfte var att belysa hur man upplever livet efter diagnosen prostatacancer. Syftet besvaras genom en kvalitativ innehållsanalys av elva vetenskapliga artiklar. Innehållsanalysen inspirerades av Malterud (1998). Resultatet visade att prostatacancer påverkade männens dagliga liv och sociala relationer. En stor del av manligheten upplevdes som förlorad och männen ifrågasatte deras identitet så som de hade identifierat sig själva före sjukdomen.",,"Prostatacancer, komplikation, sidoeffekt, upplevelse",,,1,0,0
2005,"Independent thesis Basic level (degree of Bachelor), 10 points / 15 hpStudent thesis","Lek en livsnödvändighet: Tänkande om lek i grundskolan och träningsskolan Wiss Kvist, Ann-Christin",,Syftet med denna uppsats är att belysa pedagogers uppfattning om lekens betydelse för barns utveckling och lärande i grundskolan och träningsskolan samt på vilket sätt pedagoger tillämpar lek i sin undervisning. Synen på lek har varierat under tidens gång. Leken har tillmätts stor betydelse för barn och dess utveckling. I vårt litteraturavsnitt har vi valt att skriva en allmän historisk bakgrund kring lek och olika teorier om lek. Genom kvalitativa intervjuer med pedagoger i de båda verksamheterna har vi fått en bild av vad lek är för dem och i vilken utsträckning de använder sig av leken i sin undervisning. Resultatet av vår undersökning visar att pedagogerna i de båda verksamheterna anser att leken har betydelse för barnets utveckling och lärande. Leken används i båda verksamheterna på olika sätt och i varierande utsträckning.,,"Barn, lek, inlärning, pedagogperspektiv, grundskola, träningsskola",,,1,0,0
2004,Independent thesis Basic level (degree of Bachelor)Student thesis,Inlärningsstilar - ett sätt att individanpassa undervisningen?,,"Dagens samhälle ställer höga krav på våra elever. De ska förberedas för ett samhälle där det inte bara är faktakunskaper som är det viktiga, utan främst förmågan att inhämta och lära de kunskaper som krävs för den specifika situationen. Detta kräver en allt högre grad av individanpassad undervisning, där varje elevs behov tillgodoses. Samtidigt blir vi ständigt påminda om nedskärningar i skolan som resulterar i bristande resurser och allt större klasser. Hur ska pedagoger i dagens skola lyckas bedriva en individanpassad undervisning under dessa förutsättningar? Med denna fråga som utgångspunkt har vi tagit del av litteratur och forskning i ämnet individanpassad undervisning. Mycket av denna litteratur inriktar sig på inlärningsstilar och multipla intelligenser och vi vill därför med detta examensarbete undersöka möjligheterna med att bedriva en individanpassad undervisning utifrån just inlärningsstilar och multipla intelligenser. I vår teoridel presenterar vi olika faktorer och intelligenser som påverkar varje elevs inlärningsstil och i vår empiriska del redovisar vi för vår undersökning, där vi intervjuat aktiva pedagoger på fältet om hur de arbetar med inlärningsstilar och individanpassad undervisning. Vi hoppas att denna uppsats ökar läsarens medvetenhet om hur viktig kunskapen om olika inlärningsstilar är. Vi hoppas också att ge läsaren inspiration, lust och vilja att bedriva en individanpassad undervisning.",,,,,1,0,1
2004,"Independent thesis Basic level (degree of Bachelor), 10 credits / 15 HE creditsStudent thesis",Framgångsfaktorer bakom gerillakrigföring Swedish National Defence College.,,"Gerillakrigföring som metod i konflikter som inte är mellanstatliga är aktuella att studera ur ett svensktperspektiv. Ett ökat internationellt militärt åtagande föranleder valet av ämne, samtidigt som okonventionellatillvägagångssätt omgärdas av fascination. Uppsatsen undersöker vilka faktorer som ligger bakomframgångar med gerillakrigföring, i syfte att öka medvetenheten om de företeelser som behöver uppmärksammasi en konflikt med gerillakrigsinslag.I arbetet utnyttjas en induktiv metod kombinerad med fallstudier. Inledningsvis skapas en definitionsgrundför gerillakrigföring. Därefter prövas teorin om krigföringens principer som framgångselement på krigen iAlgeriet (1954-62) samt Malaysia (1948-57). De viktigaste resultaten är att framgångsfaktorer på taktisknivå skiljer sig marginellt mellan gerillakrigföring och konventionell krigföring. Vidare har interaktionenmellan civilbefolkningen, motivet för kamp och aktörerna som brukar gerillametoder framkommit somytterst väsentlig för utgången av de studerade konflikterna.Problemställningen för undersökningen är: Beror det på krigföringens principer att gerillataktik kan varaframgångsrik? Den avslutande diskussionen konstaterar att vid ett möte med okonventionella metodermåste hela existensen för en konflikt beaktas.",,"Krigföring, Gerillakrigföring, Malaysia, Algeriet, Fallstudier, Uppsatser, Chefsprogrammet, Chefsprogrammet 2002-2004",,,1,0,0
2005,"Independent thesis Basic level (degree of Bachelor), 10 credits / 15 HE creditsStudent thesis",Straff- och offentligrättsliga legalitetsprincipen,,"Regler är befallningar från normgivningsmakten som uttrycker hur den/de som regeln riktar sig mot skall och får handla. Regler kan därför sägas vara handlingsmönster. Principer är däremot regler med ”bör-sats”, d.v.s. hur rättstillämparen bör handla i ett specifikt mål. När en princip anses viktig kan den helt eller delvis bli lagfäst. Legalitetsprincipen är ett exempel. Den tillkännagavs skriftligt som princip år 1789 i Frankrike i och med revolutionen. Den förvaltningsrättsliga legalitetsprincipen i Sverige blev inte lagstadgad förrän i 1974 års regeringsform och innebär krav på lagstöd; all offentlig makt skall utövas under lagarna. Beslut tagna av myndigheter skall ha författningsstöd och betungande beslut skall därutöver ha särskilt stöd i lag. Den straffrättsliga legalitetsprincipen lagstadgades år 1964 i brottsbalken. Principen inom straffrätten har fyra förbud som tillsammans utgör legalitetsprincipen. Dessa är praeter legem-, analogi-, retroaktivitets- och obestämdhetsförbudet. De tre förstnämnda är lagstadgade och innebär krav på lagstöd, förbud till analogitolkning av bestämmelser samt förbud att låta lag ge en tillbakaverkande kraft. Obestämdhetsförbudet är fortfarande en princip i egentlig mening och innebär att lagstiftaren bör stifta begripliga och preciserade straffbestämmelser. Inom förvaltningsrätten är analogi- och retroaktivitetsförbudet inte lagfästa vilket kan innebära att den enskildes rättsgaranti försvagas; förutsebarheten av hur och när den enskilde kan bli ansvarig för sitt förfaringssätt enligt lag begränsas. Legalitetsprincipen finns också uttryckt i Europeiska konventionen för mänskliga rättigheter där bestämmelser och rättspraxis stödjer detta. De europeiska stater som ingått i konventionen har förbundit sig till legalitetsprincipen och innefattas därmed i deras rättssystem.",,"straffrätt, förvaltningsrätt, legalitetsprincipen, analogiförbud, retroaktivitetsförbud, rättssäkerhet",,,1,0,1
2006,"Independent thesis Basic level (degree of Bachelor), 10 points / 15 hpStudent thesis",Utveckling av ett företags marknadskommunikation med informationsteknik,,"IT-företaget Conect AB var i behov av en förstärkning av sin marknadskommunikation, som innebar en utveckling av deras webbsida, samt en nyproduktion av produktblad om företagets samtliga tjänster, som ska finnas tillgängliga på webbsidan. Då företagets informationskanaler och målgrupp var förutbestämda, återstod en förbättring av budskapet. Med hjälp av teorier inom informationsteknik med inriktning på användbarhet, användbar webbdesign och användbar grafisk kommunikation skulle företagets budskap förtydligas. Tillämpandet av teorierna skulle på så sätt förbättra kommunikationen med potentiella och befintliga kunder. Uppdraget formulerades som en övergripande frågeställning med två delfrågor:  Hur kan man med informationsteknik förbättra ett företags marknadskommunikation? o Hur kan webbsidan byggas upp för att fungera som en länk mellan företag och kund med hänsyn till teorier inom användbarhet och användbar webbdesign? o Hur kan ett produktblad på ett effektivt sätt förmedla information till kunden med hänsyn till teorier inom användbarhet och användbar grafisk kommunikation? Utvecklingen av produkten genomfördes utifrån teorier som gör den enkel och lättförståelig. Stor vikt lades vid webbsidans utseende, navigation, struktur och information. Med webbsidan som plattform utvecklades produktbladen i enlighet med den. Viktiga aspekter gällande produktbladen var utseendet som skulle samspela med webbsidan, samt behandling av information, formgivning av texter, bilder och illustrationer. Resultatet blev en marknadsföringsprodukt som använder både Internet och det personliga mötet som informationskanal, dvs. webbsidan, samt säljarens möte med kunden där produktbladen kommer väl till hands. Webbsidan och produktbladen bildar ett marknadsföringspaket där användaren kan ta del av företagets budskap. Produkten bidrog till ett upplyft av företagets marknadskommunikation genom Internet och personliga möten som informationskanaler, där webbsida och produktblad kommunicerar med kunderna på ett effektivt sätt. Genom informativa rubriker, texter och bilder som samspelar med en användarvänlig navigering och struktur, leder det till att budskapet på ett effektivare sätt når fram till användaren. Därmed har målet mot god marknadskommunikation uppnåtts.",,"Informationsteknik, Marknadskommunikation, Användbarhet, Webbsida, Produktblad, Budskap, Navigation, Struktur, Klarspråk, Formgivning",,,1,0,1
